filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00021.png',)","[-6.158990383148193, -30.68644905090332, -2.2203359603881836]","[-6.299168109893799, -30.48598861694336, -2.095118522644043]","[0.2162003219127655, -0.12143700569868088, -0.6916736364364624, 0.6783053874969482]","[0.2206922024488449, -0.13512097299098969, -0.6870847344398499, 0.6789343953132629]",1.7327508,0.27479735
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00023.png',)","[-7.1996965408325195, -29.411340713500977, -2.3759145736694336]","[-7.253274917602539, -29.36458396911621, -2.2741057872772217]","[0.14639036357402802, -0.08541572093963623, -0.6511408686637878, 0.7397903203964233]","[0.1673380583524704, -0.09664732217788696, -0.648884654045105, 0.7359389066696167]",2.771008,0.1241848
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00025.png',)","[-8.014890670776367, -28.427295684814453, -2.088771104812622]","[-8.05331802368164, -28.435543060302734, -1.969835877418518]","[0.13981549441814423, -0.06414145976305008, -0.6231303215026855, 0.7668417096138]","[0.14563891291618347, -0.06133028492331505, -0.6218510270118713, 0.7670262455940247]",0.75484735,0.1252608
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00027.png',)","[-8.804024696350098, -27.519771575927734, -1.9173660278320312]","[-8.908758163452148, -27.5184383392334, -1.7774276733398438]","[0.14612716436386108, -0.071409672498703, -0.6116501688957214, 0.7742297053337097]","[0.15326154232025146, -0.07842151820659637, -0.6090410351753235, 0.7742286920547485]",1.1843052,0.17479594
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00029.png',)","[-9.830743789672852, -26.48577308654785, -1.8628387451171875]","[-9.995631217956543, -26.56068992614746, -1.8169512748718262]","[0.1946585327386856, -0.11002904176712036, -0.5873410701751709, 0.7778381109237671]","[0.2027980238199234, -0.1121194139122963, -0.587375819683075, 0.7754300832748413]",1.0017009,0.18683162
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00031.png',)","[-10.91482925415039, -25.591346740722656, -1.830277442932129]","[-11.049657821655273, -25.7324275970459, -1.824429988861084]","[0.20428617298603058, -0.1265307366847992, -0.5683638453483582, 0.7869051694869995]","[0.20785266160964966, -0.13009753823280334, -0.5691626667976379, 0.7848094701766968]",0.630558,0.1952351
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00033.png',)","[-12.04491901397705, -24.991121292114258, -1.9120151996612549]","[-12.226643562316895, -24.86761474609375, -1.7817782163619995]","[0.1316082775592804, -0.07670421153306961, -0.582939088344574, 0.7981088757514954]","[0.13033537566661835, -0.07063300907611847, -0.5827065110206604, 0.7990474700927734]",0.71763945,0.25541997
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00035.png',)","[-13.31324291229248, -23.96862030029297, -1.7169902324676514]","[-13.535360336303711, -24.0972900390625, -1.7484569549560547]","[0.04574856162071228, 0.027204878628253937, -0.6614000201225281, 0.7481423616409302]","[0.03635824844241142, 0.03017890639603138, -0.6644023060798645, 0.7458799481391907]",1.2078629,0.25861594
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00037.png',)","[-14.468803405761719, -22.776823043823242, -1.0283336639404297]","[-14.323298454284668, -23.044355392456055, -0.9665486216545105]","[0.02685648575425148, 0.028693396598100662, -0.6597431898117065, 0.7504628300666809]","[0.027697071433067322, 0.05216429382562637, -0.6671707630157471, 0.7425597310066223]",2.9642668,0.3107453
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00039.png',)","[-15.06689167022705, -23.089021682739258, -2.721541404724121]","[-15.488247871398926, -23.068397521972656, -2.734058141708374]","[0.349022775888443, -0.22414067387580872, -0.6268466114997864, 0.6595510244369507]","[0.35615384578704834, -0.24243749678134918, -0.6252899169921875, 0.6506851315498352]",2.47466,0.4220463
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00041.png',)","[-15.58786392211914, -21.680116653442383, -1.603400468826294]","[-16.0022029876709, -21.832229614257812, -1.6146751642227173]","[0.4365432560443878, -0.2759478688240051, -0.5199779868125916, 0.6803717017173767]","[0.44590896368026733, -0.2782677412033081, -0.5213273763656616, 0.672272264957428]",1.4520929,0.44152275
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00043.png',)","[-16.735960006713867, -20.85146713256836, -1.5001564025878906]","[-16.824188232421875, -20.94423484802246, -1.5142428874969482]","[0.23654580116271973, -0.19254840910434723, -0.617203950881958, 0.7252796292304993]","[0.2512401342391968, -0.18711361289024353, -0.6254743933677673, 0.7145969271659851]",2.3702936,0.12879634
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00045.png',)","[-18.11845588684082, -19.738903045654297, -1.4750996828079224]","[-18.223955154418945, -20.036062240600586, -1.5631104707717896]","[0.06497564166784286, -0.01588178053498268, -0.6757095456123352, 0.7341271042823792]","[0.05945481359958649, -0.01804594323039055, -0.6842430830001831, 0.72660231590271]",1.4692402,0.32738292
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00047.png',)","[-18.492307662963867, -19.06570053100586, -0.809053361415863]","[-18.63058090209961, -19.163013458251953, -0.8967366814613342]","[0.13121527433395386, -0.05953194573521614, -0.6518742442131042, 0.7445123195648193]","[0.12592723965644836, -0.04103294759988785, -0.669151782989502, 0.7312281131744385]",3.331078,0.19046696
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00049.png',)","[-19.459716796875, -18.444730758666992, -0.7322531342506409]","[-19.663330078125, -18.6217098236084, -0.8741015195846558]","[0.22740748524665833, -0.1342446655035019, -0.6406568288803101, 0.7209876775741577]","[0.21795721352100372, -0.11676036566495895, -0.658061683177948, 0.7112077474594116]",3.227964,0.30479652
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00051.png',)","[-20.52105140686035, -17.749847412109375, -0.7216891646385193]","[-20.58138084411621, -17.91644287109375, -0.8036708831787109]","[0.31269770860671997, -0.20059555768966675, -0.6261535882949829, 0.6855021715164185]","[0.3080163896083832, -0.20091214776039124, -0.6350880861282349, 0.6792815923690796]",1.3579471,0.19522984
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00053.png',)","[-21.339414596557617, -16.846677780151367, -0.9226034879684448]","[-21.59620475769043, -16.924060821533203, -0.9242719411849976]","[0.3431204557418823, -0.23583316802978516, -0.582125723361969, 0.698413074016571]","[0.3499128222465515, -0.23672756552696228, -0.5846054553985596, 0.6926453113555908]",1.0645804,0.26820162
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00055.png',)","[-22.14067268371582, -16.168943405151367, -0.9739842414855957]","[-22.573442459106445, -15.896498680114746, -1.0126590728759766]","[0.39920052886009216, -0.2436913251876831, -0.5188232660293579, 0.7155948877334595]","[0.399285227060318, -0.24068376421928406, -0.5232872366905212, 0.7133114337921143]",0.66792965,0.5128465
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00057.png',)","[-22.834009170532227, -15.063961029052734, -1.0843607187271118]","[-23.289785385131836, -14.919124603271484, -1.1327625513076782]","[0.5001145601272583, -0.2668607831001282, -0.4551134705543518, 0.6866894960403442]","[0.4999683201313019, -0.2707463502883911, -0.46324414014816284, 0.6798036694526672]",1.2990307,0.48067898
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00059.png',)","[-23.56129264831543, -13.926135063171387, -0.6472094058990479]","[-23.870840072631836, -13.649225234985352, -0.7046846747398376]","[0.4626094102859497, -0.22348730266094208, -0.43989095091819763, 0.7365744709968567]","[0.46406781673431396, -0.23026308417320251, -0.4347257614135742, 0.7366366386413574]",0.9899111,0.41928756
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00061.png',)","[-24.04576301574707, -12.650086402893066, -0.6527662873268127]","[-24.320762634277344, -12.494059562683105, -0.6504125595092773]","[0.3753921389579773, -0.20237453281879425, -0.5186140537261963, 0.7410565614700317]","[0.3752853572368622, -0.19727268815040588, -0.5190469026565552, 0.7421823740005493]",0.6000288,0.31618777
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00063.png',)","[-24.21782112121582, -11.494593620300293, -0.67420893907547]","[-24.463550567626953, -11.494341850280762, -0.7782029509544373]","[0.39587658643722534, -0.19648461043834686, -0.5386383533477783, 0.7173174023628235]","[0.37984368205070496, -0.19626180827617645, -0.5492181181907654, 0.7180247902870178]",2.202902,0.2668291
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00065.png',)","[-23.95694923400879, -11.082706451416016, -0.47024646401405334]","[-24.754289627075195, -10.718924522399902, -0.4814265966415405]","[0.5982689261436462, -0.3818581998348236, -0.4343491494655609, 0.5546164512634277]","[0.6114783883094788, -0.38389351963996887, -0.44216999411582947, 0.5321707129478455]",3.1249554,0.8764782
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00067.png',)","[-24.327425003051758, -10.063884735107422, -0.28694796562194824]","[-24.951526641845703, -9.75611400604248, -0.3399062752723694]","[0.5935325622558594, -0.36766958236694336, -0.40019670128822327, 0.5936167240142822]","[0.6058570742607117, -0.37150290608406067, -0.39748385548591614, 0.5804561972618103]",2.1350577,0.6978755
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00069.png',)","[-25.442445755004883, -9.2987642288208, 0.019791681319475174]","[-25.95142364501953, -9.134187698364258, -0.0968981683254242]","[0.5131788849830627, -0.2938975691795349, -0.4906785488128662, 0.6399267911911011]","[0.5109032988548279, -0.3033289313316345, -0.49427759647369385, 0.6345542073249817]",1.3358649,0.5475038
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00071.png',)","[-26.955730438232422, -8.375072479248047, -0.11530598998069763]","[-27.27608871459961, -8.272303581237793, -0.33165109157562256]","[0.4340260326862335, -0.2949965298175812, -0.5125572085380554, 0.6796202659606934]","[0.43555501103401184, -0.30080825090408325, -0.516650378704071, 0.6729625463485718]",1.128812,0.3999951
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00073.png',)","[-28.484975814819336, -7.80012321472168, -0.21751415729522705]","[-28.62008285522461, -7.727412223815918, -0.36432239413261414]","[0.4655612111091614, -0.27493301033973694, -0.5130632519721985, 0.666656494140625]","[0.4670625627040863, -0.2793939709663391, -0.5143944025039673, 0.6627141833305359]",0.71654797,0.2123522
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00075.png',)","[-29.68852424621582, -7.150313854217529, -0.1928139626979828]","[-30.002408981323242, -7.091468811035156, -0.26460427045822144]","[0.45418304204940796, -0.2901201546192169, -0.5248128771781921, 0.6588775515556335]","[0.4638141691684723, -0.29246553778648376, -0.5217055678367615, 0.6535776257514954]",1.3352789,0.3273228
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00077.png',)","[-30.815387725830078, -6.44085168838501, -0.10176864266395569]","[-31.227262496948242, -6.438308238983154, -0.27987566590309143]","[0.5189114809036255, -0.3318914473056793, -0.4944392442703247, 0.6132771968841553]","[0.5241143703460693, -0.33633512258529663, -0.4938253164291382, 0.6068933010101318]",1.0733668,0.44874203
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00079.png',)","[-31.94198226928711, -5.834445953369141, -0.2553091049194336]","[-32.37165069580078, -5.725555419921875, -0.3734152913093567]","[0.5233067274093628, -0.32597294449806213, -0.4919586181640625, 0.6147100925445557]","[0.5386162400245667, -0.31931808590888977, -0.49225980043411255, 0.6046559810638428]",2.2329001,0.45871687
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00081.png',)","[-32.38355255126953, -5.321367263793945, -0.0193650983273983]","[-32.96072769165039, -5.220905303955078, -0.036933258175849915]","[0.5951164960861206, -0.34142836928367615, -0.45094284415245056, 0.5708884596824646]","[0.5983232855796814, -0.3584166467189789, -0.4466705620288849, 0.5603857636451721]",2.3686419,0.5861164
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00083.png',)","[-33.396297454833984, -5.805992126464844, 0.013447466306388378]","[-33.74344253540039, -5.605417728424072, -0.0701608657836914]","[0.6111522912979126, -0.349071204662323, -0.4407734274864197, 0.5571005344390869]","[0.6199768781661987, -0.3545116186141968, -0.44151610136032104, 0.5431516766548157]",1.993237,0.40954873
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00085.png',)","[-33.037662506103516, -5.379282474517822, 0.03597325459122658]","[-33.59111404418945, -5.617931365966797, -0.08587471395730972]","[0.5934455394744873, -0.44345641136169434, -0.4432821571826935, 0.5046481490135193]","[0.593347430229187, -0.4425371587276459, -0.4572766125202179, 0.49294814467430115]",2.0924735,0.61490554
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq10_frame00087.png',)","[-33.12163543701172, -5.563762664794922, 0.014082583598792553]","[-33.622825622558594, -5.662752151489258, -0.04415937140583992]","[0.5509238839149475, -0.45583587884902954, -0.48565584421157837, 0.5028268694877625]","[0.5565894246101379, -0.4477941393852234, -0.48625150322914124, 0.5032376646995544]",1.1301979,0.51418155
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00001.png',)","[-45.44770812988281, 2.6982336044311523, 1.1124786138534546]","[-46.368202209472656, 2.715651273727417, 1.0687270164489746]","[0.5542187094688416, -0.4214264452457428, -0.5175210237503052, 0.4974066913127899]","[0.5533732175827026, -0.4262486696243286, -0.5128545761108398, 0.49906954169273376]",0.79720783,0.92169785
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00003.png',)","[-45.94015884399414, 2.744955539703369, 1.1633447408676147]","[-46.34885025024414, 2.743225574493408, 1.041570782661438]","[0.5650462508201599, -0.424716591835022, -0.5123334527015686, 0.4877018332481384]","[0.5540140867233276, -0.4230974316596985, -0.5133541822433472, 0.5005242824554443]",1.9499643,0.42645112
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00005.png',)","[-46.07811737060547, 3.3417510986328125, 1.1265311241149902]","[-45.979305267333984, 3.23305344581604, 1.0583040714263916]","[0.5505480766296387, -0.39779773354530334, -0.5081089735031128, 0.5296028852462769]","[0.5402811169624329, -0.3961532711982727, -0.5188935995101929, 0.5309505462646484]",1.7227843,0.16196896
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00007.png',)","[-45.40900802612305, 3.9596972465515137, 1.202358365058899]","[-45.49531173706055, 3.987870693206787, 1.1311308145523071]","[0.603376567363739, -0.3980676233768463, -0.4489430785179138, 0.5252894759178162]","[0.6004143953323364, -0.40220963954925537, -0.45870158076286316, 0.5170327425003052]",1.5761572,0.115392536
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00009.png',)","[-44.59870529174805, 5.172876358032227, 1.2962623834609985]","[-44.92586898803711, 5.119137287139893, 1.2069964408874512]","[0.6065828204154968, -0.3819299340248108, -0.43733668327331543, 0.543068528175354]","[0.6025310158729553, -0.3774847686290741, -0.4410148859024048, 0.5476928949356079]",0.9658998,0.3433546
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00011.png',)","[-44.29729080200195, 6.34614372253418, 1.4137383699417114]","[-44.77395248413086, 6.248923301696777, 1.3579506874084473]","[0.5104251503944397, -0.33504438400268555, -0.5202510356903076, 0.5971183180809021]","[0.5180759429931641, -0.3419555723667145, -0.5088692903518677, 0.5964191555976868]",1.7614235,0.4896636
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00013.png',)","[-44.464473724365234, 7.513834476470947, 1.4897973537445068]","[-44.8254508972168, 7.439611434936523, 1.4870625734329224]","[0.5228886008262634, -0.355345219373703, -0.5285775661468506, 0.5665007829666138]","[0.5340920686721802, -0.34494104981422424, -0.520943284034729, 0.569543182849884]",1.9889128,0.3685391
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00015.png',)","[-44.58304214477539, 8.637721061706543, 1.5619231462478638]","[-44.93457794189453, 8.512473106384277, 1.5336287021636963]","[0.5809308886528015, -0.40904274582862854, -0.4869929254055023, 0.5079777240753174]","[0.5882424712181091, -0.3998175263404846, -0.47930908203125, 0.5141785740852356]",1.7600899,0.37425265
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00017.png',)","[-44.6679801940918, 10.046095848083496, 1.665055513381958]","[-44.709720611572266, 9.721738815307617, 1.6625655889511108]","[0.6025271415710449, -0.45698925852775574, -0.453258752822876, 0.47188806533813477]","[0.6004153490066528, -0.43695977330207825, -0.455695778131485, 0.49082475900650024]",3.1803248,0.3270412
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00019.png',)","[-44.08816909790039, 10.862282752990723, 1.6487252712249756]","[-44.294456481933594, 10.866275787353516, 1.6634528636932373]","[0.5666176676750183, -0.44320017099380493, -0.4865931570529938, 0.49572694301605225]","[0.5667912364006042, -0.43562448024749756, -0.47661757469177246, 0.5116784572601318]",2.3232648,0.20685099
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00021.png',)","[-43.4575309753418, 11.55451488494873, 1.7357362508773804]","[-44.005775451660156, 11.501204490661621, 1.6122283935546875]","[0.5773928761482239, -0.4273872375488281, -0.46072661876678467, 0.5212376713752747]","[0.5787452459335327, -0.41869860887527466, -0.45460376143455505, 0.532053530216217]",1.7440071,0.56450707
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq11_frame00023.png',)","[-43.103092193603516, 12.176599502563477, 1.6654386520385742]","[-43.43202209472656, 12.153336524963379, 1.6211968660354614]","[0.5810544490814209, -0.38014671206474304, -0.4740757346153259, 0.541402280330658]","[0.585655927658081, -0.3755224347114563, -0.46702972054481506, 0.5457777380943298]",1.2085108,0.33270615
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00002.png',)","[-41.65712356567383, 14.19570541381836, 1.8404444456100464]","[-42.0933952331543, 13.834952354431152, 1.7721136808395386]","[0.5502855777740479, -0.45858606696128845, -0.4773154556751251, 0.5089741945266724]","[0.5547776818275452, -0.4306303560733795, -0.48246845602989197, 0.523453414440155]",3.6913557,0.57021475
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00004.png',)","[-41.3052978515625, 14.328554153442383, 1.7992022037506104]","[-42.026458740234375, 14.068587303161621, 1.817469835281372]","[0.5387789607048035, -0.4446871280670166, -0.4948180615901947, 0.5168421268463135]","[0.5490835905075073, -0.4310341477394104, -0.48309311270713806, 0.5285242795944214]",2.727159,0.76680475
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00006.png',)","[-40.76166534423828, 15.042659759521484, 1.7854149341583252]","[-41.22177505493164, 15.018186569213867, 1.827711582183838]","[0.5651984214782715, -0.41269055008888245, -0.4788033962249756, 0.5300798416137695]","[0.5808880925178528, -0.40690478682518005, -0.45542657375335693, 0.5381302833557129]",3.420127,0.46269742
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00008.png',)","[-39.897377014160156, 16.080629348754883, 1.8882116079330444]","[-40.54450988769531, 16.04745101928711, 1.89740788936615]","[0.6412919759750366, -0.40247657895088196, -0.4126225709915161, 0.5064581632614136]","[0.6453830003738403, -0.3989719748497009, -0.40436381101608276, 0.5106781721115112]",1.2277865,0.6480481
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00010.png',)","[-39.0787239074707, 17.042787551879883, 1.8705942630767822]","[-39.84531021118164, 17.002643585205078, 1.882646083831787]","[0.6965863108634949, -0.39628762006759644, -0.3579789102077484, 0.47913962602615356]","[0.7046865820884705, -0.3879506289958954, -0.34702837467193604, 0.48216429352760315]",1.8625044,0.7677313
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00012.png',)","[-38.526920318603516, 18.23187828063965, 2.2060108184814453]","[-39.233673095703125, 18.27545166015625, 2.114884853363037]","[0.6546139717102051, -0.41935786604881287, -0.38079366087913513, 0.5006154179573059]","[0.6502446532249451, -0.4256068468093872, -0.3773193061351776, 0.5036575794219971]",1.0202813,0.71393424
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00014.png',)","[-37.49019241333008, 18.991655349731445, 2.211719512939453]","[-38.228919982910156, 19.106367111206055, 2.065256118774414]","[0.551426112651825, -0.44777965545654297, -0.5105479955673218, 0.48452383279800415]","[0.5751984119415283, -0.4404425621032715, -0.49389463663101196, 0.4808589220046997]",3.4565537,0.76179314
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00016.png',)","[-36.78806686401367, 19.80650520324707, 2.277994155883789]","[-37.171024322509766, 19.715721130371094, 2.2353079319000244]","[0.5977475047111511, -0.45487719774246216, -0.4698318839073181, 0.4637269377708435]","[0.601208508014679, -0.4555584490299225, -0.4556448757648468, 0.47265493869781494]",1.9627671,0.39587912
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00018.png',)","[-35.14247512817383, 19.57574462890625, 2.1990787982940674]","[-35.840614318847656, 19.88443374633789, 2.2009565830230713]","[0.5892331600189209, -0.453918993473053, -0.4907163083553314, 0.45382750034332275]","[0.5938296318054199, -0.45607152581214905, -0.47088783979415894, 0.466508150100708]",2.7588344,0.7633419
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00020.png',)","[-34.08588790893555, 19.3742733001709, 2.6044113636016846]","[-34.521793365478516, 19.661428451538086, 2.5620288848876953]","[0.5728129744529724, -0.4052222967147827, -0.5014961361885071, 0.5061439871788025]","[0.5916113257408142, -0.41446810960769653, -0.4721119701862335, 0.5052945613861084]",4.136579,0.52370596
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00022.png',)","[-33.25847244262695, 18.54665756225586, 2.028621196746826]","[-33.58361053466797, 18.69346809387207, 2.008711099624634]","[0.6037027835845947, -0.42878851294517517, -0.42513179779052734, 0.5205251574516296]","[0.6111211776733398, -0.4191047251224518, -0.41304630041122437, 0.5294100642204285]",2.2145965,0.3573017
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00024.png',)","[-32.40790557861328, 17.652549743652344, 1.9237051010131836]","[-32.68828582763672, 17.6285343170166, 1.886620283126831]","[0.6219310760498047, -0.3060436248779297, -0.3746927082538605, 0.6157472133636475]","[0.6147247552871704, -0.29745665192604065, -0.3763568103313446, 0.6260899901390076]",1.7569741,0.28383994
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00026.png',)","[-31.783782958984375, 16.817657470703125, 1.9078269004821777]","[-32.14118576049805, 16.987558364868164, 1.906723976135254]","[0.6194730997085571, -0.264011025428772, -0.37882938981056213, 0.6348539590835571]","[0.6133701801300049, -0.24883362650871277, -0.3625488877296448, 0.6560619473457336]",3.591827,0.3957326
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00028.png',)","[-30.43769073486328, 16.58211898803711, 1.984699010848999]","[-31.07205581665039, 16.884716033935547, 1.9497414827346802]","[0.5273553729057312, -0.36761045455932617, -0.478554368019104, 0.598117470741272]","[0.5385458469390869, -0.3509455919265747, -0.47923246026039124, 0.5976134538650513]",2.3026216,0.70370877
