filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000750.color.png',)","[0.8700911998748779, -0.16659589111804962, 0.02737727202475071]","[0.8453442454338074, -0.17808865010738373, 0.016491184011101723]","[0.9009471535682678, -0.026268791407346725, 0.2993464171886444, 0.31304311752319336]","[0.9029313325881958, -0.024395180866122246, 0.29818594455718994, 0.3085530698299408]",0.61548275,0.029376898
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000675.color.png',)","[-0.41678929328918457, 0.172240749001503, -0.32952988147735596]","[-0.39214378595352173, 0.14531569182872772, -0.3010850250720978]","[0.8682107925415039, 0.12879332900047302, -0.3501194715499878, -0.3271676003932953]","[0.8727484345436096, 0.1334870457649231, -0.3438185155391693, -0.3198127746582031]",1.3387913,0.046276014
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000240.color.png',)","[-0.6657624840736389, -0.03386267274618149, 0.2645922005176544]","[-0.6516905426979065, -0.05954795703291893, 0.2599113881587982]","[0.992703914642334, -0.05284380167722702, -0.08108104020357132, -0.07191888988018036]","[0.9928721785545349, -0.048328250646591187, -0.08192949742078781, -0.07181040197610855]",0.52785915,0.02965912
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000210.color.png',)","[-0.669500470161438, -0.31706854701042175, -0.14176972210407257]","[-0.6508355140686035, -0.32992759346961975, -0.1285921186208725]","[0.869511067867279, 0.17084158957004547, -0.3681221008300781, -0.2815134525299072]","[0.8726162314414978, 0.17347803711891174, -0.3610541522502899, -0.2794390022754669]",0.96427774,0.026218027
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000165.color.png',)","[-1.0215089321136475, 0.26764827966690063, -0.022165441885590553]","[-0.9983267784118652, 0.26032450795173645, -0.003978749271482229]","[0.9843294620513916, 0.09289487451314926, -0.11474273353815079, -0.0964379608631134]","[0.9841888546943665, 0.09458824247121811, -0.11276447772979736, -0.09853709489107132]",0.38154817,0.030361254
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000215.color.png',)","[-0.9402429461479187, 0.02860988676548004, 0.14204849302768707]","[-0.9538310170173645, -0.00011768114200094715, 0.14855338633060455]","[0.9959362745285034, -0.005397639237344265, -0.06128372624516487, -0.06577342748641968]","[0.9956737160682678, 0.0018937407294288278, -0.06508052349090576, -0.06629370152950287]",0.9429378,0.03243798
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000425.color.png',)","[1.4644567966461182, 0.04709607735276222, 0.31912562251091003]","[1.4386699199676514, 0.03274165838956833, 0.32725247740745544]","[0.8894436359405518, 0.014503555372357368, 0.3802841007709503, 0.2531082034111023]","[0.8914944529533386, 0.015098754316568375, 0.3766504228115082, 0.2512849271297455]",0.52488524,0.030611407
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000900.color.png',)","[0.3012843430042267, -0.0465376079082489, 0.2548283040523529]","[0.2938683331012726, -0.07434581220149994, 0.2808151841163635]","[0.9953624606132507, 0.028948325663805008, 0.04640781879425049, 0.0791320875287056]","[0.9954071640968323, 0.03361035883426666, 0.04280639439821243, 0.0787566527724266]",0.67608255,0.038776428
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000395.color.png',)","[0.9786363840103149, -0.022357575595378876, 0.32843273878097534]","[0.970522940158844, -0.03507232666015625, 0.33835679292678833]","[0.8996121883392334, 0.005195066332817078, 0.34528085589408875, 0.26730525493621826]","[0.9000283479690552, 0.006576349958777428, 0.3444373309612274, 0.26696184277534485]",0.19382659,0.018054908
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000635.color.png',)","[0.6144769787788391, 0.11634840071201324, 0.20628108084201813]","[0.6266692876815796, 0.10166618973016739, 0.24344906210899353]","[0.966597855091095, 0.06154310330748558, 0.21482613682746887, 0.12550227344036102]","[0.9676021337509155, 0.06406930088996887, 0.21033690869808197, 0.12409526109695435]",0.62180847,0.041781317
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000885.color.png',)","[0.16874869167804718, -0.10486403107643127, 0.2727118134498596]","[0.15935315191745758, -0.13018402457237244, 0.29445016384124756]","[0.997085452079773, 0.04462915658950806, 0.03972752392292023, 0.04744075611233711]","[0.9970541000366211, 0.04874509200453758, 0.034783266484737396, 0.047928955405950546]",0.7391305,0.034668922
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000365.color.png',)","[-0.9005776643753052, -0.4444969892501831, -0.21703886985778809]","[-0.8846765756607056, -0.4826761484146118, -0.18827253580093384]","[0.9745701551437378, 0.2161351889371872, -0.025263646617531776, -0.05348202958703041]","[0.9720316529273987, 0.22720719873905182, -0.02526705525815487, -0.05378620699048042]",1.3020397,0.050378513
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000200.color.png',)","[-0.5787615776062012, -0.35489365458488464, -0.07333661615848541]","[-0.5592219233512878, -0.360722154378891, -0.04762202128767967]","[0.8890864253044128, 0.17387911677360535, -0.33894088864326477, -0.25379231572151184]","[0.892246425151825, 0.17226579785346985, -0.33240440487861633, -0.2524443566799164]",0.865013,0.03281783
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000050.color.png',)","[-0.3866848945617676, -0.4047872722148895, -0.06608841568231583]","[-0.40745508670806885, -0.4483826458454132, -0.04090876132249832]","[0.968468427658081, 0.15882927179336548, -0.09636600315570831, -0.16599975526332855]","[0.9667962789535522, 0.16770702600479126, -0.09609298408031464, -0.16716903448104858]",1.0430415,0.05446074
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000975.color.png',)","[-0.4540307819843292, 0.2537790536880493, -0.05510640889406204]","[-0.42169827222824097, 0.2658461630344391, -0.02900363877415657]","[0.9119431972503662, 0.022727858275175095, 0.3283739984035492, 0.24497684836387634]","[0.9094287753105164, 0.019818563014268875, 0.33367761969566345, 0.2473982572555542]",0.799169,0.043270785
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000280.color.png',)","[-0.26351773738861084, 0.024994540959596634, 0.1803508996963501]","[-0.25747132301330566, 0.008207954466342926, 0.21254728734493256]","[0.9887174963951111, -0.06622632592916489, -0.09948606044054031, -0.09030159562826157]","[0.9895393252372742, -0.06417541950941086, -0.09455185383558273, -0.08805278688669205]",0.6714359,0.036809728
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000790.color.png',)","[-0.9616225361824036, -0.0759897455573082, -0.3233005702495575]","[-0.954867422580719, -0.08891590684652328, -0.3041253387928009]","[0.8729080557823181, 0.11713139712810516, -0.371186226606369, -0.29416435956954956]","[0.8748070001602173, 0.11904332041740417, -0.36682528257369995, -0.293224573135376]",0.59478825,0.024091631
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000915.color.png',)","[0.42351216077804565, -0.026529911905527115, 0.21605513989925385]","[0.40939682722091675, -0.04873604327440262, 0.2461017668247223]","[0.9925143718719482, 0.030127232894301414, 0.0754050612449646, 0.09122326225042343]","[0.9930432438850403, 0.03242431953549385, 0.06737137585878372, 0.09096646308898926]",0.95939535,0.03993939
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000715.color.png',)","[-0.5782065987586975, 0.09607785940170288, -0.3430618941783905]","[-0.5655349493026733, 0.0765804573893547, -0.30745574831962585]","[0.8297650814056396, 0.13480490446090698, -0.40780556201934814, -0.3563878536224365]","[0.8342705965042114, 0.13705657422542572, -0.40054941177368164, -0.3532255291938782]",1.0748242,0.042526662
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000565.color.png',)","[-0.004736965987831354, 0.2572738826274872, -0.27459895610809326]","[0.000920195016078651, 0.23481875658035278, -0.244471937417984]","[0.9880901575088501, 0.07524386048316956, -0.0763208419084549, -0.11041479557752609]","[0.9883288741111755, 0.0799172893166542, -0.07500547170639038, -0.10579942911863327]",0.7671891,0.037998334
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000405.color.png',)","[-0.4955369830131531, -0.2679041624069214, 0.09615291655063629]","[-0.5119023323059082, -0.31716737151145935, 0.11205147951841354]","[0.9924001693725586, 0.06816140562295914, 0.09771563112735748, -0.030782708898186684]","[0.9913822412490845, 0.08089649677276611, 0.09737946093082428, -0.033678535372018814]",1.5013849,0.054290447
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000495.color.png',)","[1.1123027801513672, 0.5340127348899841, -0.14954879879951477]","[1.1589316129684448, 0.5484552979469299, -0.1366487294435501]","[0.8627697825431824, -0.038824662566185, 0.3889561891555786, 0.32067763805389404]","[0.8603880405426025, -0.03937327861785889, 0.3921060264110565, 0.32316431403160095]",0.5352216,0.05049007
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000115.color.png',)","[0.1030949056148529, -0.5522788763046265, -0.007287256419658661]","[0.10815103352069855, -0.5697064399719238, 0.019237950444221497]","[0.9877935647964478, 0.14007003605365753, -0.035349950194358826, -0.05826405808329582]","[0.9878459572792053, 0.14346571266651154, -0.028720851987600327, -0.052469246089458466]",1.0813582,0.03213831
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000710.color.png',)","[1.1300727128982544, -0.13379976153373718, 0.26984408497810364]","[1.1153541803359985, -0.15348930656909943, 0.27442917227745056]","[0.953295886516571, -0.009561389684677124, 0.2302950918674469, 0.19519148766994476]","[0.9546537399291992, -0.007656939327716827, 0.22635650634765625, 0.19323663413524628]",0.5706105,0.025006728
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000180.color.png',)","[-1.0351091623306274, 0.19964729249477386, 0.006826318800449371]","[-1.0295659303665161, 0.18509280681610107, 0.026948323473334312]","[0.9896141886711121, 0.09093027561903, -0.07956262677907944, -0.0778796374797821]","[0.9895878434181213, 0.09431532025337219, -0.07686524838209152, -0.07689132541418076]",0.5097557,0.025445148
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000525.color.png',)","[0.06345850229263306, 0.2444387525320053, -0.056822530925273895]","[0.05925188958644867, 0.21872422099113464, -0.02019881270825863]","[0.9951803088188171, 0.06764376908540726, -0.06249671429395676, -0.03368496522307396]","[0.9948068261146545, 0.07154358923435211, -0.06509818136692047, -0.03167400509119034]",0.58416617,0.04494696
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000320.color.png',)","[0.19237257540225983, 0.017311960458755493, 0.19633212685585022]","[0.18375767767429352, -0.002971033100038767, 0.22001630067825317]","[0.9981986880302429, -0.026483308523893356, 0.030365735292434692, -0.04445250332355499]","[0.9982631206512451, -0.023359494283795357, 0.030303921550512314, -0.04479759931564331]",0.35827357,0.032350525
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000300.color.png',)","[-0.8791288733482361, -0.1515175849199295, -0.5635966658592224]","[-0.888228178024292, -0.17812252044677734, -0.5499749779701233]","[0.9062102437019348, 0.18259237706661224, -0.2967509329319, -0.2395453304052353]","[0.9063215851783752, 0.1899377703666687, -0.29340657591819763, -0.23752355575561523]",0.9528465,0.031243725
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000705.color.png',)","[-0.5170849561691284, 0.132645383477211, -0.3511606752872467]","[-0.5019208192825317, 0.1129981279373169, -0.32071560621261597]","[0.8205927610397339, 0.13053907454013824, -0.4114726483821869, -0.3745363652706146]","[0.8265725374221802, 0.1304437518119812, -0.40523481369018555, -0.3681672215461731]",1.228424,0.039279357
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000830.color.png',)","[1.0371214151382446, 0.12911231815814972, 0.0031578056514263153]","[1.033128023147583, 0.11448890715837479, -0.0009577436721883714]","[0.8999849557876587, -0.037349775433540344, 0.31939196586608887, 0.29431426525115967]","[0.9004401564598083, -0.03653901070356369, 0.32069703936576843, 0.2915918827056885]",0.36261645,0.015707612
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000055.color.png',)","[-0.7834890484809875, -0.09427718818187714, 0.108567014336586]","[-0.7766702771186829, -0.12837915122509003, 0.12993966042995453]","[0.9778536558151245, 0.036872174590826035, -0.15772795677185059, -0.1325318068265915]","[0.9782809019088745, 0.043398428708314896, -0.15522323548793793, -0.13034097850322723]",0.84022754,0.040819474
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000640.color.png',)","[0.6696150302886963, 0.09324325621128082, 0.23228399455547333]","[0.6763302683830261, 0.07595285773277283, 0.27772775292396545]","[0.9684670567512512, 0.05786842480301857, 0.21021878719329834, 0.12054383009672165]","[0.9696252942085266, 0.05997592210769653, 0.20528116822242737, 0.11869882047176361]",0.6632258,0.049083475
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000890.color.png',)","[0.22213338315486908, -0.09306003153324127, 0.2719646692276001]","[0.2072480320930481, -0.11900756508111954, 0.29174327850341797]","[0.9966458678245544, 0.04108821600675583, 0.04434405267238617, 0.05515793710947037]","[0.9966771602630615, 0.046142395585775375, 0.03978484123945236, 0.05406235530972481]",0.78931445,0.03586142
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000790.color.png',)","[0.6974452137947083, 0.012989383190870285, -0.10923746228218079]","[0.6969406604766846, 0.0034534235019236803, -0.09966199100017548]","[0.867038369178772, -0.005182062741369009, 0.37295758724212646, 0.33033356070518494]","[0.8671026229858398, -0.0026584197767078876, 0.37299707531929016, 0.33015018701553345]",0.29073992,0.013523267
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000230.color.png',)","[-0.7757954001426697, -0.03046935424208641, 0.2412843555212021]","[-0.7723435163497925, -0.0479850098490715, 0.23599007725715637]","[0.9948858022689819, -0.04206913337111473, -0.07401532679796219, -0.05435311049222946]","[0.9948747158050537, -0.039087846875190735, -0.07533572614192963, -0.05496295541524887]",0.37949127,0.018621039
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000440.color.png',)","[-0.295858234167099, -0.01842821203172207, 0.31740671396255493]","[-0.2838139235973358, -0.03861633315682411, 0.3343868553638458]","[0.999178946018219, -0.028994916006922722, -0.028287174180150032, 0.0008077808888629079]","[0.9993191957473755, -0.02511882595717907, -0.02674657665193081, 0.0038651127833873034]",0.59082735,0.028999154
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000030.color.png',)","[-0.5596842765808105, -0.19325847923755646, 0.16945578157901764]","[-0.56852126121521, -0.23168760538101196, 0.20335063338279724]","[0.9886952638626099, 0.03571059927344322, -0.1092173382639885, -0.09632295370101929]","[0.9884825944900513, 0.04484407231211662, -0.10791191458702087, -0.09615761786699295]",1.0572028,0.051997606
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000045.color.png',)","[-0.3985322415828705, -0.36934250593185425, -0.044085901230573654]","[-0.41582396626472473, -0.4164590835571289, -0.023670684546232224]","[0.968061625957489, 0.16196076571941376, -0.09487874805927277, -0.16620340943336487]","[0.9659512042999268, 0.1736597865819931, -0.09414374083280563, -0.16708539426326752]",1.3677106,0.054182623
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000015.color.png',)","[-0.2671199440956116, -0.27228614687919617, 0.11188533902168274]","[-0.27906790375709534, -0.3118624985218048, 0.14059168100357056]","[0.9806490540504456, 0.13816532492637634, -0.048050656914711, -0.130111962556839]","[0.9792060852050781, 0.14691099524497986, -0.048354510217905045, -0.1312798410654068]",1.0241098,0.050329868
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000620.color.png',)","[-0.16673286259174347, 0.18302156031131744, -0.3555576801300049]","[-0.1452561467885971, 0.14910490810871124, -0.31282839179039]","[0.9751297235488892, 0.05783545598387718, -0.12775053083896637, -0.17163041234016418]","[0.9772502779960632, 0.06658107042312622, -0.12017043679952621, -0.16157950460910797]",1.7729393,0.05862918
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000075.color.png',)","[-0.8088058829307556, 0.04937343671917915, -0.04477158561348915]","[-0.8134961724281311, 0.020058734342455864, -0.016850557178258896]","[0.9446848630905151, 0.031187575310468674, -0.23880144953727722, -0.2226470410823822]","[0.9463927149772644, 0.036206092685461044, -0.2329149693250656, -0.22086350619792938]",0.93040365,0.040754564
