filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000020.color.png',)","[-0.1392187476158142, -0.2869417071342468, 0.42405828833580017]","[-0.12084907293319702, -0.3112892806529999, 0.4292018413543701]","[0.9662258625030518, 0.0007923049270175397, 0.19273187220096588, 0.17105966806411743]","[0.965925931930542, 0.0037723274435847998, 0.19764119386672974, 0.1670653522014618]",0.80210173,0.030930655
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000325.color.png',)","[0.06349435448646545, 1.0875837802886963, -0.6826817393302917]","[0.05739181861281395, 1.0907065868377686, -0.6959381103515625]","[0.995678186416626, 0.03263896331191063, -0.049585841596126556, -0.07142035663127899]","[0.9951878190040588, 0.030959242954850197, -0.05135977268218994, -0.07749185711145401]",0.7517303,0.014923949
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000035.color.png',)","[0.7028317451477051, -0.5064882636070251, 0.3557951748371124]","[0.7392383217811584, -0.542199969291687, 0.3799982964992523]","[0.9504862427711487, 0.015456928871572018, 0.2572290897369385, 0.17369596660137177]","[0.9484480023384094, 0.021292250603437424, 0.2598104476928711, 0.18025432527065277]",1.0733668,0.05644959
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000185.color.png',)","[-0.015598691999912262, 0.28467097878456116, -0.26906925439834595]","[-0.040873363614082336, 0.2695029079914093, -0.2893539071083069]","[0.9998742938041687, 0.007363015785813332, -0.0057904417626559734, -0.012795462273061275]","[0.9997321963310242, 0.004284994676709175, -0.014036676846444607, -0.017894089221954346]",1.1649817,0.03578193
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000115.color.png',)","[0.13157711923122406, -0.3656127452850342, 0.23162400722503662]","[0.12161459028720856, -0.37318727374076843, 0.2213321179151535]","[0.9372179508209229, 0.2729422152042389, 0.16460131108760834, 0.14153262972831726]","[0.936356782913208, 0.27174457907676697, 0.17209985852241516, 0.1406145840883255]",0.8820372,0.016203348
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000160.color.png',)","[-0.05997634679079056, 0.1563819944858551, -0.1638769805431366]","[-0.08288764208555222, 0.14455881714820862, -0.18168243765830994]","[0.999220073223114, -0.009432683698832989, -0.014904772862792015, -0.03532882407307625]","[0.9989203810691833, -0.00985857006162405, -0.022456662729382515, -0.03945351764559746]",0.9883284,0.031332877
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000145.color.png',)","[0.35823044180870056, -0.11652903258800507, 0.10515616089105606]","[0.3574930727481842, -0.12258344888687134, 0.11525102704763412]","[0.9547710418701172, 0.01891699619591236, 0.22290435433387756, 0.19587795436382294]","[0.9551512598991394, 0.02236735261976719, 0.21993011236190796, 0.19701921939849854]",0.53668195,0.01179432
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000100.color.png',)","[-0.5044901967048645, -0.20419585704803467, 0.20580093562602997]","[-0.48320508003234863, -0.2395060509443283, 0.19569440186023712]","[0.8695536851882935, -0.030728764832019806, -0.44788020849227905, -0.20575599372386932]","[0.8738937973976135, -0.029642442241311073, -0.4428393542766571, -0.19830366969108582]",1.150106,0.042450067
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000030.color.png',)","[0.7545098066329956, -0.5160868763923645, 0.3618001639842987]","[0.781589686870575, -0.5530457496643066, 0.38779911398887634]","[0.9494566321372986, 0.01724172942340374, 0.2593376934528351, 0.17600791156291962]","[0.9478294253349304, 0.020769286900758743, 0.2591680586338043, 0.18444515764713287]",1.0645804,0.052680388
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000040.color.png',)","[0.6584431529045105, -0.4907833933830261, 0.35019195079803467]","[0.6871441006660461, -0.5158287882804871, 0.36567065119743347]","[0.9555342793464661, 0.024066323414444923, 0.2415962815284729, 0.16735094785690308]","[0.953740119934082, 0.026524292305111885, 0.24607810378074646, 0.17065128684043884]",0.7263122,0.041116983
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000080.color.png',)","[0.29867681860923767, -0.30643466114997864, 0.25079602003097534]","[0.28813061118125916, -0.31897228956222534, 0.27071985602378845]","[0.9909296035766602, -0.0010093135060742497, 0.11456341296434402, 0.07023382186889648]","[0.991754412651062, -0.001333461725153029, 0.10883219540119171, 0.06765367090702057]",0.7252338,0.025794841
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000045.color.png',)","[-1.1208704710006714, -0.26591429114341736, 0.13487452268600464]","[-1.1261186599731445, -0.2536488473415375, 0.1467188447713852]","[0.8538033962249756, 0.08434894680976868, -0.47112181782722473, -0.20481491088867188]","[0.8487054705619812, 0.07269472628831863, -0.47928717732429504, -0.2114197015762329]",1.8908654,0.017840195
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000145.color.png',)","[-0.10684756189584732, -0.39317557215690613, 0.17147348821163177]","[-0.10041195899248123, -0.4301481544971466, 0.18255940079689026]","[0.9003814458847046, 0.2513604760169983, 0.2751159369945526, 0.2245938777923584]","[0.8993245363235474, 0.2589653432369232, 0.27204856276512146, 0.2239239662885666]",0.95037895,0.039131653
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000125.color.png',)","[-0.007885953411459923, -0.02379886992275715, 0.03056889958679676]","[0.002838964108377695, -0.05517005920410156, 0.027547119185328484]","[0.9996966123580933, -0.020798467099666595, 0.009731616824865341, 0.008912107907235622]","[0.9997482299804688, -0.02029123343527317, 0.008057042956352234, 0.005186265334486961]",0.47146794,0.03329124
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000140.color.png',)","[-0.07659149914979935, -0.38854464888572693, 0.17416910827159882]","[-0.07026217132806778, -0.40478047728538513, 0.2060382068157196]","[0.895209014415741, 0.27836593985557556, 0.26260676980018616, 0.22836558520793915]","[0.8961628675460815, 0.2767292857170105, 0.26266828179359436, 0.22653552889823914]",0.30390215,0.0363222
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000285.color.png',)","[0.5114955306053162, -0.1954878717660904, 0.13976474106311798]","[0.537118136882782, -0.21886982023715973, 0.14408983290195465]","[0.8578118681907654, 0.146512970328331, 0.3630424439907074, 0.3330059349536896]","[0.8593209385871887, 0.15554401278495789, 0.36375710368156433, 0.32412102818489075]",1.4633684,0.034956258
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000350.color.png',)","[0.28296545147895813, 0.01432557962834835, -0.1546342670917511]","[0.2920835614204407, -0.00720819178968668, -0.13925187289714813]","[0.9209082722663879, 0.1618347316980362, 0.2511972188949585, 0.2502749562263489]","[0.9201269149780273, 0.16716313362121582, 0.2520948350429535, 0.24873916804790497]",0.6477026,0.027990378
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000250.color.png',)","[0.39665791392326355, 0.07176776975393295, 0.3328721523284912]","[0.42824336886405945, 0.03444700315594673, 0.30721721053123474]","[0.9065330624580383, -0.18039695918560028, -0.32421353459358215, -0.20134635269641876]","[0.9069744348526001, -0.18188993632793427, -0.3268585503101349, -0.1935896873474121]",0.95448786,0.055214643
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000175.color.png',)","[-0.09640858322381973, -0.43054020404815674, 0.06043995916843414]","[-0.0914754718542099, -0.45042210817337036, 0.06805340200662613]","[0.9377514719963074, 0.18951444327831268, 0.22312267124652863, 0.18687646090984344]","[0.936180055141449, 0.19179005920886993, 0.2264871448278427, 0.1883799284696579]",0.52785915,0.021853836
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000240.color.png',)","[0.8723130822181702, -0.3610295355319977, 0.3329388201236725]","[0.8944520354270935, -0.38365980982780457, 0.3692992329597473]","[0.8578656911849976, 0.13887137174606323, 0.35051050782203674, 0.34917566180229187]","[0.8578175902366638, 0.13916771113872528, 0.3523881137371063, 0.3472808003425598]",0.3064668,0.048211433
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000210.color.png',)","[-0.0022228562738746405, 0.4479265511035919, -0.43573197722435]","[-0.020472928881645203, 0.4388653337955475, -0.44792816042900085]","[0.9990658760070801, 0.015196116641163826, -0.02867743745446205, -0.028531497344374657]","[0.9986544847488403, 0.014104802161455154, -0.034198421984910965, -0.03634301945567131]",1.1042771,0.02374695
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000165.color.png',)","[0.4491822123527527, -0.12882182002067566, 0.09664543718099594]","[0.45185500383377075, -0.13636869192123413, 0.10662680864334106]","[0.9459298253059387, 0.054420556873083115, 0.2189759463071823, 0.23303373157978058]","[0.9468824863433838, 0.05726555362343788, 0.21591421961784363, 0.2313338816165924]",0.52785915,0.012795581
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000215.color.png',)","[0.7067849636077881, -0.2639966607093811, 0.22645319998264313]","[0.7261323928833008, -0.2896641492843628, 0.24114055931568146]","[0.902080774307251, 0.10648089647293091, 0.29889437556266785, 0.29253092408180237]","[0.9004859924316406, 0.10773114860057831, 0.30370771884918213, 0.29202860593795776]",0.59872293,0.035339236
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000425.color.png',)","[0.1278325617313385, 0.3124760389328003, -0.3831748068332672]","[0.08724796026945114, 0.2907009422779083, -0.38420432806015015]","[0.9581487774848938, 0.22497797012329102, 0.06307808309793472, 0.16539984941482544]","[0.9599035978317261, 0.22314949333667755, 0.053656719624996185, 0.16096709668636322]",1.2265109,0.046068694
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000400.color.png',)","[-1.015363097190857, -0.28498411178588867, 0.00601616594940424]","[-1.036033034324646, -0.3155894875526428, 0.023700520396232605]","[0.9793186187744141, 0.08478596806526184, -0.1532619148492813, -0.10127770155668259]","[0.9784000515937805, 0.09167156368494034, -0.1542181670665741, -0.10269611328840256]",0.81947786,0.04094718
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000395.color.png',)","[0.28441980481147766, 0.18912486732006073, -0.29583117365837097]","[0.28813251852989197, 0.1740463227033615, -0.2790604829788208]","[0.9425356388092041, 0.21710658073425293, 0.15047991275787354, 0.20456546545028687]","[0.941925585269928, 0.21531549096107483, 0.15544608235359192, 0.20555296540260315]",0.619286,0.022856133
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000135.color.png',)","[-0.2168779820203781, -0.07466264069080353, 0.2689078152179718]","[-0.19552738964557648, -0.09274104982614517, 0.2758157551288605]","[0.8894065618515015, -0.08675043284893036, -0.4041998088359833, -0.19507136940956116]","[0.8926592469215393, -0.08613543212413788, -0.4001960754394531, -0.18863549828529358]",0.947905,0.028816598
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000385.color.png',)","[-1.0338363647460938, -0.3197259306907654, -0.06066545099020004]","[-1.0627702474594116, -0.3501238524913788, -0.0656634271144867]","[0.9713321924209595, 0.07170192152261734, -0.19426973164081573, -0.11675634235143661]","[0.9693558812141418, 0.08249763399362564, -0.19422616064548492, -0.12577566504478455]",1.6269834,0.04226326
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000365.color.png',)","[0.024203652516007423, 1.2329038381576538, -0.7388039827346802]","[0.01709667779505253, 1.229931354522705, -0.7420920133590698]","[0.994740903377533, 0.04573618993163109, -0.06365767121315002, -0.06592756509780884]","[0.9945606589317322, 0.040708258748054504, -0.06600109487771988, -0.069540835916996]",0.75691825,0.008375912
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000200.color.png',)","[-0.004120900295674801, 0.3685877323150635, -0.3620039224624634]","[-0.02811316028237343, 0.35566914081573486, -0.37702739238739014]","[0.9993528127670288, 0.012030941434204578, -0.023242881521582603, -0.024676905944943428]","[0.9989675283432007, 0.012685313820838928, -0.032881274819374084, -0.0286667812615633]",1.1994092,0.031116283
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000050.color.png',)","[0.603763997554779, -0.43737074732780457, 0.3233325779438019]","[0.5998377799987793, -0.46804407238960266, 0.3329116404056549]","[0.9631380438804626, 0.02794976718723774, 0.22502820193767548, 0.14472819864749908]","[0.9635123610496521, 0.03142532333731651, 0.223115473985672, 0.14448505640029907]",0.45628247,0.03237324
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000475.color.png',)","[0.7226686477661133, -0.03144846856594086, 0.44719696044921875]","[0.6700174808502197, -0.05179643630981445, 0.43267837166786194]","[0.9606581926345825, -0.24005314707756042, -0.13913235068321228, -0.0123495664447546]","[0.9580215215682983, -0.24045974016189575, -0.15573689341545105, -0.010947850532829762]",1.9338417,0.05828357
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000280.color.png',)","[0.5580363869667053, -0.20497813820838928, 0.1725640594959259]","[0.5854021906852722, -0.23894399404525757, 0.18752959370613098]","[0.8569241762161255, 0.14607363939285278, 0.3590364456176758, 0.3397592604160309]","[0.8584074378013611, 0.15303948521614075, 0.35837170481681824, 0.33359459042549133]",1.0813582,0.046114355
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000290.color.png',)","[-0.1823349893093109, -0.26872479915618896, -0.22317814826965332]","[-0.21449750661849976, -0.2935430109500885, -0.22401288151741028]","[0.9885278344154358, 0.13994340598583221, 0.026879101991653442, 0.05006120353937149]","[0.9885866045951843, 0.14099036157131195, 0.024168984964489937, 0.04726585000753403]",0.4613998,0.040633336
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000415.color.png',)","[-1.0285530090332031, -0.2428019493818283, 0.020866867154836655]","[-1.0378355979919434, -0.2693925201892853, 0.029306095093488693]","[0.9861368536949158, 0.07879873365163803, -0.11968270689249039, -0.0836717039346695]","[0.9854404926300049, 0.08347214013338089, -0.11940739303827286, -0.08764289319515228]",0.70886064,0.029401453
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000215.color.png',)","[0.008801262825727463, -0.2702215611934662, -0.03455923870205879]","[0.005576902534812689, -0.3296966254711151, -0.012788287363946438]","[0.9025574922561646, 0.22433702647686005, 0.3059239089488983, 0.2036503255367279]","[0.9027974009513855, 0.23775359988212585, 0.30268457531929016, 0.1918647438287735]",2.0800924,0.06341652
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000065.color.png',)","[0.2708663046360016, -0.6531834602355957, 0.016613399609923363]","[0.2648649215698242, -0.6683342456817627, 0.01897294819355011]","[0.9984278678894043, 0.0068239872343838215, 0.017986787483096123, 0.05264776945114136]","[0.9984073042869568, 0.008950229734182358, 0.016624517738819122, 0.05316431447863579]",0.29073992,0.016466036
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000405.color.png',)","[0.01577814109623432, 1.2547438144683838, -0.7411950826644897]","[0.015950556844472885, 1.2533142566680908, -0.755241334438324]","[0.9929271936416626, 0.052609946578741074, -0.0792570635676384, -0.0710369125008583]","[0.9929397106170654, 0.04872433468699455, -0.08094918727874756, -0.07172068953514099]",0.49098513,0.0141198635
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000495.color.png',)","[0.16956967115402222, 0.8881134986877441, -0.8247100114822388]","[0.1570967584848404, 0.8627268075942993, -0.7939739227294922]","[0.9455603361129761, 0.2648857533931732, 0.11682932823896408, 0.14866775274276733]","[0.9482928514480591, 0.25574567914009094, 0.11606922745704651, 0.14786066114902496]",1.1000162,0.041770384
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000115.color.png',)","[0.08089081943035126, -0.08680462837219238, 0.08776888996362686]","[0.06996718049049377, -0.1077694371342659, 0.08412710577249527]","[0.998235285282135, -0.02148488722741604, 0.04850296676158905, 0.026689104735851288]","[0.9985723495483398, -0.015852298587560654, 0.04402659088373184, 0.02576124109327793]",0.8318016,0.023918856
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000210.color.png',)","[0.23123565316200256, 0.11122319847345352, 0.21223153173923492]","[0.265097439289093, 0.07171806693077087, 0.20175111293792725]","[0.879734456539154, -0.20301395654678345, -0.3629557192325592, -0.23046867549419403]","[0.8825861215591431, -0.20461158454418182, -0.35992100834846497, -0.22278401255607605]",1.0179772,0.053076506
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000180.color.png',)","[0.47188088297843933, -0.13206011056900024, 0.10273885726928711]","[0.48287174105644226, -0.14979539811611176, 0.11519162356853485]","[0.9240452647209167, 0.07995262742042542, 0.24609234929084778, 0.2814010679721832]","[0.924924910068512, 0.08171864598989487, 0.24735581874847412, 0.27685922384262085]",0.58416617,0.02429837
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000025.color.png',)","[0.01484857127070427, -0.6225502490997314, 0.1172904521226883]","[0.027332931756973267, -0.6447369456291199, 0.1279495358467102]","[0.9440045356750488, 0.1115698367357254, 0.2580878734588623, 0.17262183129787445]","[0.9445484280586243, 0.11042966693639755, 0.2599547505378723, 0.16750268638134003]",0.6391878,0.027599363
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000320.color.png',)","[0.42422276735305786, -0.08569268137216568, -0.026552431285381317]","[0.4534192979335785, -0.11902083456516266, -0.017603347077965736]","[0.8423689007759094, 0.16460786759853363, 0.3865116238594055, 0.33753180503845215]","[0.8430059552192688, 0.1745302975177765, 0.3907667398452759, 0.32585498690605164]",1.8234316,0.04520276
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000300.color.png',)","[0.0830310583114624, 0.930571973323822, -0.6132818460464478]","[0.08312800526618958, 0.9267250299453735, -0.6178566813468933]","[0.9951761960983276, 0.03234543278813362, -0.05796224623918533, -0.07223991304636002]","[0.9948745965957642, 0.02648579701781273, -0.05852799117565155, -0.07808618992567062]",0.95037895,0.005978084
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000205.color.png',)","[0.049314551055431366, -0.3315471112728119, 0.01874314807355404]","[0.0513901561498642, -0.38342759013175964, 0.042005427181720734]","[0.8962453007698059, 0.21125462651252747, 0.32514047622680664, 0.21540576219558716]","[0.8955058455467224, 0.22198845446109772, 0.3244527280330658, 0.20861652493476868]",1.4590832,0.056894865
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000330.color.png',)","[0.11274401843547821, 0.08291938900947571, 0.1951133757829666]","[0.14459457993507385, 0.050807930529117584, 0.19630835950374603]","[0.8827721476554871, -0.22041894495487213, -0.34774017333984375, -0.22628679871559143]","[0.8859418630599976, -0.21927683055400848, -0.3430863916873932, -0.22207298874855042]",0.8156485,0.045244135
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000055.color.png',)","[-0.0658656507730484, -0.12860289216041565, 0.2523171901702881]","[-0.06203993409872055, -0.15480808913707733, 0.25167378783226013]","[0.978255569934845, 0.0064372108317911625, 0.15714192390441895, 0.13520759344100952]","[0.9780405759811401, 0.011346707120537758, 0.16067203879356384, 0.13225893676280975]",0.77125907,0.0264908
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000140.color.png',)","[-0.1837593913078308, -0.040294572710990906, 0.24005235731601715]","[-0.1566072702407837, -0.04744395241141319, 0.247468963265419]","[0.8853609561920166, -0.09386087954044342, -0.41172879934310913, -0.19443640112876892]","[0.8893184661865234, -0.0915612280368805, -0.4062536358833313, -0.18891063332557678]",1.0339975,0.029040616
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000390.color.png',)","[-1.0293906927108765, -0.32888177037239075, -0.035648394376039505]","[-1.0601556301116943, -0.3511554002761841, -0.024081328883767128]","[0.972386360168457, 0.07730864733457565, -0.1844189614057541, -0.12032361328601837]","[0.9707266092300415, 0.08364282548427582, -0.1835099309682846, -0.13045230507850647]",1.3859023,0.039703816
"('../data/deepslam_data/7Scenes/stairs/seq-03/frame-000290.color.png',)","[0.4876585304737091, 0.07732425630092621, 0.26676854491233826]","[0.5126454830169678, 0.036349911242723465, 0.2623847424983978]","[0.8986697196960449, -0.21642449498176575, -0.320094496011734, -0.20758803188800812]","[0.8999913334846497, -0.2165141999721527, -0.32050052285194397, -0.20103886723518372]",0.7661682,0.04819193
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000230.color.png',)","[0.7777181267738342, -0.33228829503059387, 0.28437089920043945]","[0.8102679252624512, -0.35324379801750183, 0.3116592466831207]","[0.8759773373603821, 0.10803928971290588, 0.32313549518585205, 0.34143033623695374]","[0.8756070733070374, 0.10833318531513214, 0.3260968029499054, 0.3394659161567688]",0.40926048,0.04736324
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000440.color.png',)","[0.029647640883922577, 1.2473434209823608, -0.7482166290283203]","[0.02491270750761032, 1.2604142427444458, -0.7570006847381592]","[0.994567334651947, 0.056369274854660034, -0.06183083727955818, -0.0619293637573719]","[0.9943918585777283, 0.05221439152956009, -0.06543533504009247, -0.06462805718183517]",0.7022045,0.016444622
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000030.color.png',)","[-0.130607008934021, -0.26076850295066833, 0.3772105574607849]","[-0.11001844704151154, -0.28982865810394287, 0.38843321800231934]","[0.9676805734634399, -0.010631561279296875, 0.18904484808444977, 0.16656376421451569]","[0.967406690120697, -0.005969036836177111, 0.19493944942951202, 0.1615157127380371]",1.036266,0.037340723
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000045.color.png',)","[0.6364185214042664, -0.4530382752418518, 0.3300308585166931]","[0.6341708302497864, -0.49197685718536377, 0.3507351875305176]","[0.9593257308006287, 0.027289172634482384, 0.2378041297197342, 0.1496618241071701]","[0.9591398239135742, 0.02984405867755413, 0.23588299751281738, 0.15336012840270996]",0.5595296,0.044158064
"('../data/deepslam_data/7Scenes/stairs/seq-05/frame-000015.color.png',)","[0.8254159092903137, -0.548033595085144, 0.3595064580440521]","[0.872160792350769, -0.5847261548042297, 0.3723328113555908]","[0.9518769383430481, 0.051304273307323456, 0.2571176290512085, 0.15870976448059082]","[0.9483761787414551, 0.05185132846236229, 0.26408061385154724, 0.16779612004756927]",1.3722812,0.06079427
"('../data/deepslam_data/7Scenes/stairs/seq-06/frame-000120.color.png',)","[0.09627963602542877, -0.3806592524051666, 0.2429230511188507]","[0.08286356925964355, -0.37159645557403564, 0.2343698889017105]","[0.9251404404640198, 0.28062117099761963, 0.19545570015907288, 0.16481518745422363]","[0.9247942566871643, 0.2785980701446533, 0.2003175914287567, 0.16435202956199646]",0.60651577,0.0183107
"('../data/deepslam_data/7Scenes/stairs/seq-02/frame-000075.color.png',)","[-0.02332388237118721, -0.06017938256263733, 0.20251023769378662]","[-0.026594730094075203, -0.08726569265127182, 0.2020527422428131]","[0.97774338722229, 0.012912795878946781, 0.16190041601657867, 0.13281385600566864]","[0.9774569272994995, 0.018282629549503326, 0.16482199728488922, 0.13068047165870667]",0.7412453,0.027286919
