filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000985.color.png',)","[0.04232113063335419, -0.02988436259329319, -0.03657645359635353]","[0.03618280217051506, -0.03659488633275032, -0.02866988256573677]","[0.9163354635238647, 0.016316216439008713, 0.3022628128528595, 0.26210764050483704]","[0.919601559638977, 0.026597823947668076, 0.29415014386177063, 0.2590392231941223]",1.5855645,0.012050895
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000355.color.png',)","[-0.27304765582084656, -0.0261203795671463, -0.0006824614247307181]","[-0.269382119178772, -0.023633070290088654, 0.0011913473717868328]","[0.9754537343978882, -0.016992829740047455, 0.14276312291622162, 0.1667928695678711]","[0.9751319289207458, -0.01291139330714941, 0.14608284831047058, 0.1661653220653534]",0.60780483,0.0048097842
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000920.color.png',)","[-0.3314642608165741, 0.043626926839351654, -0.09866762906312943]","[-0.3233255445957184, 0.04513750970363617, -0.10126730799674988]","[0.9663681387901306, 0.08467480540275574, 0.1943122148513794, 0.1456213891506195]","[0.9664285182952881, 0.08419246971607208, 0.19721359014511108, 0.14154306054115295]",0.5747108,0.008676342
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000975.color.png',)","[-0.012797309085726738, 0.016125669702887535, -0.0556299053132534]","[-0.012246771715581417, 0.002418248914182186, -0.05282735824584961]","[0.9079262018203735, 0.03358442336320877, 0.3069789707660675, 0.28338325023651123]","[0.9105880856513977, 0.04192958399653435, 0.30458274483680725, 0.2762257158756256]",1.3252765,0.014001812
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000045.color.png',)","[0.21400104463100433, -0.0266183502972126, 0.026365017518401146]","[0.2196684330701828, -0.02693125233054161, 0.025312324985861778]","[0.9923135042190552, 0.08559933304786682, 0.08544652163982391, 0.026183567941188812]","[0.9922424554824829, 0.08331076055765152, 0.08846470713615417, 0.026232317090034485]",0.43521175,0.0057728123
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000040.color.png',)","[0.17184558510780334, -0.036656372249126434, 0.01187820639461279]","[0.1814281940460205, -0.030320117250084877, 0.015607494860887527]","[0.9913551807403564, 0.09119254350662231, 0.09204106032848358, 0.020671887323260307]","[0.9910927414894104, 0.0899704247713089, 0.09558849036693573, 0.02243395335972309]",0.47477654,0.012078167
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000420.color.png',)","[-0.7250980138778687, 0.055408455431461334, 0.027398481965065002]","[-0.7217633724212646, 0.04869791120290756, 0.02776048332452774]","[0.9924830794334412, 0.005821879021823406, -0.0813223198056221, -0.09126965701580048]","[0.9929993748664856, 0.009037618525326252, -0.07296508550643921, -0.09244854003190994]",1.0355103,0.0075021517
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000375.color.png',)","[-0.4032959043979645, -0.05373665690422058, 0.06702107191085815]","[-0.3918567895889282, -0.05297618359327316, 0.0711885392665863]","[0.9887896180152893, -0.01298361923545599, 0.10017427057027817, 0.1099628359079361]","[0.9883127212524414, -0.009184310212731361, 0.10335610806941986, 0.11167442798614502]",0.6000288,0.012198338
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000665.color.png',)","[0.19316916167736053, -0.009490011259913445, -0.08754833042621613]","[0.19480781257152557, -0.013383666053414345, -0.07695125043392181]","[0.9488670825958252, 0.03462155535817146, -0.2784183919429779, -0.14469219744205475]","[0.9471731185913086, 0.035274993628263474, -0.2831747531890869, -0.14639253914356232]",0.61548275,0.01140806
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000395.color.png',)","[-0.5257095694541931, -0.019461970776319504, 0.06962410360574722]","[-0.5128923058509827, -0.019648224115371704, 0.06277147680521011]","[0.9983013272285461, 0.00438734982162714, 0.04552314430475235, 0.036095887422561646]","[0.9983159303665161, 0.005964755080640316, 0.046416912227869034, 0.03428022935986519]",0.2934196,0.014535316
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000515.color.png',)","[-0.3509279191493988, -0.4743116497993469, 0.04728512093424797]","[-0.3524751663208008, -0.47918251156806946, 0.04659806936979294]","[0.996711254119873, 0.011559835635125637, 0.04279613122344017, 0.0678347796201706]","[0.9966347813606262, 0.016938863322138786, 0.04310673102736473, 0.0676313117146492]",0.61802083,0.0051566763
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000300.color.png',)","[0.006859374698251486, 0.15872728824615479, -0.18864281475543976]","[0.01833210699260235, 0.15721669793128967, -0.18913310766220093]","[0.9939550161361694, 0.07329992204904556, -0.012385617941617966, 0.08079157024621964]","[0.9937248229980469, 0.07565318793058395, -0.011134231463074684, 0.08163101971149445]",0.31898075,0.011582134
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000565.color.png',)","[-0.14412544667720795, -0.4704554080963135, 0.10542293637990952]","[-0.1368015855550766, -0.472061425447464, 0.09477853029966354]","[0.9931071996688843, -0.019456423819065094, -0.11543112248182297, -0.005941541399806738]","[0.9932295083999634, -0.015664171427488327, -0.11451727896928787, -0.011645308695733547]",0.7912952,0.013020047
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000845.color.png',)","[-0.5384769439697266, -0.0723940059542656, 0.13148903846740723]","[-0.5374221205711365, -0.07844546437263489, 0.1326439082622528]","[0.9985460638999939, -0.007432111073285341, 0.03872353583574295, 0.03675667569041252]","[0.998755931854248, -0.004028692375868559, 0.03484721481800079, 0.03544134646654129]",0.61037487,0.006250322
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000650.color.png',)","[0.28972238302230835, -0.07819458842277527, -0.009314769878983498]","[0.30014026165008545, -0.08344018459320068, 0.004269410856068134]","[0.9624971747398376, 0.0470249280333519, -0.24596813321113586, -0.10434383898973465]","[0.9626504778862, 0.0489608533680439, -0.24412395060062408, -0.1063506230711937]",0.37949127,0.017904704
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000305.color.png',)","[-0.018666980788111687, 0.15036696195602417, -0.17230483889579773]","[-0.006311015225946903, 0.14784102141857147, -0.17114433646202087]","[0.993020236492157, 0.07052019983530045, 0.008240967057645321, 0.09418021887540817]","[0.9930384755134583, 0.06869735568761826, 0.005036367569118738, 0.09555081278085709]",0.4493687,0.012664795
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000840.color.png',)","[-0.5059987306594849, -0.058977991342544556, 0.14689823985099792]","[-0.5063909888267517, -0.06570263206958771, 0.1457449495792389]","[0.9980582594871521, -0.01666039228439331, 0.050608400255441666, 0.03226405754685402]","[0.9982795715332031, -0.012902558781206608, 0.048309627920389175, 0.03062083013355732]",0.53959084,0.0068340865
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000770.color.png',)","[-0.0973283126950264, 0.2884282171726227, 0.09528791159391403]","[-0.08985109627246857, 0.2766938805580139, 0.09841587394475937]","[0.9906044602394104, -0.1190096065402031, -0.0336063914000988, -0.058395981788635254]","[0.9914560914039612, -0.11162471771240234, -0.028607498854398727, -0.06112536042928696]",1.0740958,0.014261401
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000530.color.png',)","[-0.32885652780532837, -0.5383114814758301, 0.04361192509531975]","[-0.32697761058807373, -0.5529798865318298, 0.04464900866150856]","[0.9949721097946167, -0.0606958232820034, 0.020399000495672226, 0.07700936496257782]","[0.9955615401268005, -0.055774711072444916, 0.02837510034441948, 0.0702945739030838]",1.3223203,0.014824574
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000365.color.png',)","[-0.35256293416023254, -0.053248465061187744, 0.03862079605460167]","[-0.33657535910606384, -0.05227282643318176, 0.04004016891121864]","[0.9834592938423157, -0.030057597905397415, 0.10862010717391968, 0.1417960822582245]","[0.9834021925926208, -0.025144323706626892, 0.11344537883996964, 0.13934887945652008]",0.835557,0.016080083
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000325.color.png',)","[-0.10997944325208664, 0.10968529433012009, -0.1135329082608223]","[-0.09377656877040863, 0.1024850457906723, -0.10777278244495392]","[0.9854068160057068, 0.05408485233783722, 0.08004793524742126, 0.14014503359794617]","[0.9857420921325684, 0.054065775126218796, 0.07938911765813828, 0.13815520703792572]",0.23738813,0.018642848
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000685.color.png',)","[0.024022871628403664, 0.09842194616794586, -0.21084067225456238]","[0.0402752123773098, 0.08614591509103775, -0.20353218913078308]","[0.9034695029258728, 0.023187698796391487, -0.35360845923423767, -0.2411770075559616]","[0.9063610434532166, 0.02531108260154724, -0.3476708233356476, -0.2387344241142273]",0.84022754,0.021639165
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000485.color.png',)","[-0.3830631971359253, -0.19926606118679047, 0.17923931777477264]","[-0.3857128322124481, -0.18656626343727112, 0.16364912688732147]","[0.9958439469337463, 0.07976657152175903, 0.04349564388394356, 0.006354202050715685]","[0.9962854981422424, 0.0762324184179306, 0.039596837013959885, 0.006001522298902273]",0.60392934,0.020281998
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000495.color.png',)","[-0.3578282296657562, -0.2725819945335388, 0.14187945425510406]","[-0.35505038499832153, -0.2632981836795807, 0.13736072182655334]","[0.996134877204895, 0.07533532381057739, 0.04272511973977089, 0.014641916379332542]","[0.9960097670555115, 0.0767725259065628, 0.041661377996206284, 0.018298478797078133]",0.46813592,0.010692264
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000185.color.png',)","[0.8403749465942383, 0.35173335671424866, 0.005516854580491781]","[0.8558826446533203, 0.35068944096565247, 0.01086116861552]","[0.9759337902069092, -0.14081881940364838, 0.15242326259613037, 0.06701179593801498]","[0.9758322238922119, -0.1371569037437439, 0.15572716295719147, 0.06847264617681503]",0.5881719,0.016435942
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000745.color.png',)","[-0.03883588686585426, 0.3186369240283966, -0.0464576780796051]","[-0.017710717394948006, 0.304339200258255, -0.03449387103319168]","[0.9705806970596313, -0.10504686087369919, -0.16086240112781525, -0.14512594044208527]","[0.9715331792831421, -0.0978802740573883, -0.1585226207971573, -0.14633306860923767]",0.8811495,0.028174996
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000640.color.png',)","[0.32849493622779846, -0.13557782769203186, 0.02626778744161129]","[0.326330304145813, -0.1376817375421524, 0.03558455780148506]","[0.975604772567749, 0.05328771471977234, -0.20200839638710022, -0.06744194775819778]","[0.9750486612319946, 0.0535261295735836, -0.20272047817707062, -0.07293514162302017]",0.6379621,0.009793583
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000670.color.png',)","[0.15107116103172302, 0.020199308171868324, -0.11581937223672867]","[0.1565297693014145, 0.012533348985016346, -0.10507366061210632]","[0.9399394989013672, 0.03309056907892227, -0.2958192527294159, -0.16706231236457825]","[0.9402512311935425, 0.035381585359573364, -0.29426994919776917, -0.16757403314113617]",0.31898075,0.014284035
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000115.color.png',)","[0.6748514771461487, 0.046631790697574615, 0.10360584408044815]","[0.6881875991821289, 0.04898056015372276, 0.10723799467086792]","[0.9933888912200928, 0.07219018042087555, -0.03356471657752991, -0.08270733803510666]","[0.9930437803268433, 0.07451857626438141, -0.03191642463207245, -0.08539585769176483]",0.4493687,0.014020035
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000480.color.png',)","[-0.4215019941329956, -0.14988775551319122, 0.1871904581785202]","[-0.4070732593536377, -0.14499881863594055, 0.17449016869068146]","[0.9971290826797485, 0.06896461546421051, 0.027974000200629234, 0.013963025994598866]","[0.9971026182174683, 0.06936606019735336, 0.027841756120324135, 0.014127025380730629]",0.03956468,0.019833997
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000100.color.png',)","[0.625791072845459, 0.03449377417564392, 0.08689966797828674]","[0.6361483335494995, 0.030622733756899834, 0.09112206846475601]","[0.9940260052680969, 0.07739634811878204, -0.043376144021749496, -0.06356692314147949]","[0.9939918518066406, 0.0774330124258995, -0.043132733553647995, -0.06421764940023422]",0.06852804,0.0118358135
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000780.color.png',)","[-0.13686469197273254, 0.24412211775779724, 0.13160768151283264]","[-0.13148233294487, 0.2339758723974228, 0.12386056035757065]","[0.992723286151886, -0.11665542423725128, 0.004980206489562988, -0.029447801411151886]","[0.9935778975486755, -0.10948700457811356, 0.008262517862021923, -0.027337294071912766]",0.9404443,0.013854024
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000915.color.png',)","[-0.3571157157421112, 0.03076484240591526, -0.07986216247081757]","[-0.356624573469162, 0.03699154034256935, -0.0894661694765091]","[0.9676939249038696, 0.08780160546302795, 0.19145089387893677, 0.13858556747436523]","[0.9674770832061768, 0.08645200729370117, 0.1943848878145218, 0.13685253262519836]",0.41871348,0.0114564365
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000025.color.png',)","[0.10733453929424286, -0.05495551973581314, -0.03197220340371132]","[0.12116740643978119, -0.04922356456518173, -0.03406482934951782]","[0.99125075340271, 0.11641645431518555, 0.055079150944948196, 0.028904639184474945]","[0.9909083247184753, 0.11747154593467712, 0.0592227503657341, 0.028175637125968933]",0.4957444,0.015118948
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000905.color.png',)","[-0.44233664870262146, -0.00023979134857654572, -0.053726136684417725]","[-0.4272288978099823, 0.014187515713274479, -0.05814022943377495]","[0.9750571250915527, 0.08990879356861115, 0.16884975135326385, 0.11256033927202225]","[0.974052369594574, 0.08682280033826828, 0.17466869950294495, 0.114780493080616]",0.80502385,0.021351242
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000150.color.png',)","[0.883333683013916, 0.16788098216056824, -0.01598113216459751]","[0.8842620253562927, 0.16132275760173798, -0.012416251935064793]","[0.9548880457878113, 0.006664324086159468, 0.281747430562973, 0.09361004829406738]","[0.9555357098579407, 0.012807433493435383, 0.28018051385879517, 0.09102974086999893]",0.7873287,0.007522001
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000935.color.png',)","[-0.24620291590690613, 0.05293551832437515, -0.1169644445180893]","[-0.2466374784708023, 0.0539630763232708, -0.11624729633331299]","[0.9509475827217102, 0.06943751126527786, 0.25155022740364075, 0.16613174974918365]","[0.9514042139053345, 0.06744343787431717, 0.25339776277542114, 0.16146518290042877]",0.619286,0.0013262811
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000835.color.png',)","[-0.4783501923084259, -0.03839933127164841, 0.15465512871742249]","[-0.47411781549453735, -0.04400060698390007, 0.153285950422287]","[0.996992290019989, -0.025190897285938263, 0.0652851015329361, 0.03331064432859421]","[0.9972217082977295, -0.022347668185830116, 0.06451546400785446, 0.02978682331740856]",0.52637434,0.0071527585
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000120.color.png',)","[0.692339301109314, 0.05767060071229935, 0.10394260287284851]","[0.705147385597229, 0.05895691737532616, 0.10829050838947296]","[0.9946315884590149, 0.06159837543964386, 0.003395545296370983, -0.08307872712612152]","[0.9939913749694824, 0.0641070008277893, 0.0074340482242405415, -0.08840961009263992]",0.8223382,0.013586976
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000725.color.png',)","[0.005684088449925184, 0.2960391342639923, -0.21497999131679535]","[0.01167389191687107, 0.282858669757843, -0.1964217573404312]","[0.9139686822891235, -0.050850044935941696, -0.3228495717048645, -0.24050725996494293]","[0.9176985025405884, -0.0448496975004673, -0.31583768129348755, -0.2367793321609497]",1.2181867,0.023537427
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000560.color.png',)","[-0.1692751944065094, -0.5000938177108765, 0.08761657774448395]","[-0.16982769966125488, -0.4987294673919678, 0.09453392028808594]","[0.9930924773216248, -0.027200646698474884, -0.1141369640827179, 0.0005207268404774368]","[0.9937500953674316, -0.026500504463911057, -0.10843058675527573, -0.0011215114500373602]",0.68869925,0.0070722234
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000880.color.png',)","[-0.5944120287895203, -0.05503973364830017, 0.02026611752808094]","[-0.5799494981765747, -0.04653720557689667, 0.02847207337617874]","[0.9896693229675293, 0.0979575365781784, 0.07566116005182266, 0.07234910130500793]","[0.9894038438796997, 0.09729723632335663, 0.08045311272144318, 0.07169779390096664]",0.5581291,0.018676067
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000925.color.png',)","[-0.2995615601539612, 0.044553034007549286, -0.1028452217578888]","[-0.2944427728652954, 0.05101349949836731, -0.10795197635889053]","[0.9637405276298523, 0.08134859800338745, 0.2065381407737732, 0.14808307588100433]","[0.9635646343231201, 0.08182857185602188, 0.20878157019615173, 0.14579921960830688]",0.3732526,0.009696316
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000200.color.png',)","[0.6735831499099731, 0.41002780199050903, 0.03893783688545227]","[0.6986154317855835, 0.41178667545318604, 0.05389721691608429]","[0.9813690781593323, -0.18706487119197845, 0.042371947318315506, -0.011226954869925976]","[0.9808850884437561, -0.18797864019870758, 0.04843440651893616, -0.013512411154806614]",0.7527708,0.029214583
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000180.color.png',)","[0.893043041229248, 0.3362717032432556, 0.008267860859632492]","[0.9084444642066956, 0.331341028213501, 0.010222145356237888]","[0.9694604873657227, -0.12008266150951385, 0.18870361149311066, 0.10058620572090149]","[0.9697571992874146, -0.11710865050554276, 0.1885782927274704, 0.10146278887987137]",0.35827357,0.016289094
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000010.color.png',)","[0.10334339737892151, -0.057294078171253204, -0.07075666636228561]","[0.10462862253189087, -0.05926962196826935, -0.06541965156793594]","[0.9913850426673889, 0.10762070119380951, 0.0509646050632, 0.05455394461750984]","[0.9915720820426941, 0.1056145653128624, 0.052459921687841415, 0.053650449961423874]",0.30390215,0.005834236
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000800.color.png',)","[-0.22108446061611176, 0.14087659120559692, 0.14708159863948822]","[-0.22269539535045624, 0.13482730090618134, 0.1458452045917511]","[0.9912821054458618, -0.11300010234117508, 0.06717191636562347, 0.008874778635799885]","[0.9921957850456238, -0.10666442662477493, 0.06426143646240234, 0.006374067161232233]",0.8559169,0.006381042
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000635.color.png',)","[0.3321972191333771, -0.17951194941997528, 0.025077220052480698]","[0.32635846734046936, -0.16887712478637695, 0.042221829295158386]","[0.9804761409759521, 0.0478261299431324, -0.18126511573791504, -0.05934758484363556]","[0.9806197881698608, 0.04780818521976471, -0.17837201058864594, -0.065442755818367]",0.77227324,0.02100305
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000710.color.png',)","[-0.006835395935922861, 0.24278974533081055, -0.3110949993133545]","[-0.0020649079233407974, 0.22177515923976898, -0.28906792402267456]","[0.8717495203018188, -0.01970643177628517, -0.39899522066116333, -0.28366759419441223]","[0.8766863346099854, -0.011853027157485485, -0.39013850688934326, -0.28119832277297974]",1.4966855,0.03081497
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000790.color.png',)","[-0.17704139649868011, 0.1972634494304657, 0.13969548046588898]","[-0.1815991997718811, 0.17903652787208557, 0.13916507363319397]","[0.9915838241577148, -0.12253963202238083, 0.04034292325377464, -0.010867305099964142]","[0.9925388693809509, -0.11447219550609589, 0.04132035747170448, -0.007445680443197489]",1.0148972,0.018795626
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000125.color.png',)","[0.7030273675918579, 0.06700717657804489, 0.1036192774772644]","[0.7143551707267761, 0.06624007970094681, 0.10505649447441101]","[0.9967219829559326, 0.05203934758901596, 0.03262622281908989, -0.05265701562166214]","[0.9964310526847839, 0.053252846002578735, 0.037229277193546295, -0.053881946951150894]",0.5637105,0.01144435
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000675.color.png',)","[0.09764081984758377, 0.04719533771276474, -0.1508021205663681]","[0.10702934861183167, 0.043316759169101715, -0.14089180529117584]","[0.9299111366271973, 0.030522076413035393, -0.3168152868747711, -0.18428733944892883]","[0.9318645596504211, 0.03221917897462845, -0.31229543685913086, -0.18182942271232605]",0.65967596,0.014191624
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000655.color.png',)","[0.2733183205127716, -0.06124402582645416, -0.024392781779170036]","[0.2796635031700134, -0.06417746841907501, -0.011617020703852177]","[0.9585421085357666, 0.04617641121149063, -0.25351327657699585, -0.12163824588060379]","[0.9578086137771606, 0.04771111160516739, -0.25516432523727417, -0.12335895001888275]",0.3357176,0.01456319
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000775.color.png',)","[-0.11601611226797104, 0.25379493832588196, 0.1115967333316803]","[-0.1094808280467987, 0.25665444135665894, 0.11500844359397888]","[0.9923218488693237, -0.11444903910160065, -0.012398356571793556, -0.045222267508506775]","[0.9928064346313477, -0.11154050379991531, -0.004759171977639198, -0.04326074942946434]",0.96427774,0.007907368
"('../data/deepslam_data/7Scenes/heads/seq-02/frame-000260.color.png',)","[0.21543076634407043, 0.11075779050588608, -0.18281462788581848]","[0.2215912640094757, 0.10787684470415115, -0.17299874126911163]","[0.9807634353637695, 0.061473067849874496, -0.1777982860803604, -0.05207683518528938]","[0.9814179539680481, 0.05959943309426308, -0.17524078488349915, -0.0505707710981369]",0.4073435,0.011941658
