filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00093.png',)","[-8.209529876708984, -7.452593803405762, -17.280258178710938]","[-7.585821151733398, -7.31058406829834, -16.723846435546875]","[0.9182061553001404, 0.25436845421791077, -0.27763912081718445, 0.12292572110891342]","[0.9177061915397644, 0.2615329921245575, -0.2697944641113281, 0.12894491851329803]",1.39995,0.847805
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00095.png',)","[-6.869731426239014, -7.3934245109558105, -16.893470764160156]","[-6.34269380569458, -7.228772163391113, -16.50978660583496]","[0.9141178131103516, 0.27074941992759705, -0.26547905802726746, 0.14354178309440613]","[0.9165475368499756, 0.27421534061431885, -0.2560507655143738, 0.1385083645582199]",1.3169823,0.6723783
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00097.png',)","[-5.39496374130249, -7.254787921905518, -16.961015701293945]","[-5.0219407081604, -7.163330554962158, -16.532669067382812]","[0.9149789214134216, 0.3104560971260071, -0.22631704807281494, 0.12333361059427261]","[0.917691707611084, 0.3082101047039032, -0.22239764034748077, 0.11570559442043304]",1.0616356,0.5753186
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00099.png',)","[-4.135959625244141, -7.321463108062744, -16.971372604370117]","[-3.6470999717712402, -7.212670803070068, -16.664648056030273]","[0.9336144924163818, 0.27309367060661316, -0.20822346210479736, 0.10211224108934402]","[0.9379146099090576, 0.26955175399780273, -0.19799043238162994, 0.09196722507476807]",1.7698462,0.5872814
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00101.png',)","[-2.8931541442871094, -7.293248176574707, -16.99458885192871]","[-2.3914732933044434, -7.169969081878662, -16.49653434753418]","[0.9644757509231567, 0.20439352095127106, -0.1530623883008957, 0.06768988817930222]","[0.9652302861213684, 0.20236019790172577, -0.15108144283294678, 0.06749258935451508]",0.33337808,0.717593
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00103.png',)","[-1.3984239101409912, -6.82427978515625, -15.946492195129395]","[-1.4180560111999512, -6.834080696105957, -15.777588844299316]","[0.9536750316619873, 0.24324609339237213, -0.1453692615032196, 0.1010102853178978]","[0.9530960321426392, 0.2509496808052063, -0.1461288183927536, 0.08531524240970612]",2.0057638,0.17032269
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00105.png',)","[-0.4291408061981201, -6.484485626220703, -15.266337394714355]","[-0.6874912977218628, -6.516287326812744, -14.96976375579834]","[0.9532001614570618, 0.26027223467826843, -0.10406173020601273, 0.11330916732549667]","[0.9537755846977234, 0.25349199771881104, -0.11433590948581696, 0.11393525451421738]",1.4144118,0.3946039
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00107.png',)","[0.23726722598075867, -6.134122848510742, -14.103214263916016]","[-0.06862419098615646, -6.087985038757324, -13.8228120803833]","[0.9691925644874573, 0.2217392921447754, -0.03287482261657715, 0.10206297785043716]","[0.9684514403343201, 0.22136752307415009, -0.048123300075531006, 0.10383781790733337]",1.7618678,0.41752082
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00109.png',)","[0.4679113030433655, -5.605619430541992, -13.22378158569336]","[0.337471604347229, -5.479477882385254, -12.764968872070312]","[0.9882530570030212, 0.1294892430305481, 0.00023764133220538497, 0.08116887509822845]","[0.9882698655128479, 0.1373462826013565, -0.0027475396636873484, 0.06671715527772903]",1.9151326,0.49339163
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00111.png',)","[0.5568557977676392, -5.20858907699585, -12.050813674926758]","[0.5224106907844543, -5.054973125457764, -11.697244644165039]","[0.9845690131187439, 0.16467106342315674, 0.019770214334130287, 0.05582572892308235]","[0.9847005009651184, 0.16709886491298676, 0.010691238567233086, 0.04825597628951073]",1.3819433,0.3870341
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00113.png',)","[1.304611086845398, -4.845599174499512, -10.907383918762207]","[1.1627981662750244, -4.692322731018066, -10.514799118041992]","[0.9818894863128662, 0.1785639524459839, 0.04351305216550827, 0.04598478972911835]","[0.9823346734046936, 0.17728085815906525, 0.03496647998690605, 0.04865586757659912]",1.0377754,0.4446655
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00115.png',)","[1.6169865131378174, -4.216325283050537, -9.815394401550293]","[1.4910895824432373, -4.115163803100586, -9.522396087646484]","[0.984204888343811, 0.1585579514503479, 0.06693283468484879, 0.04147498682141304]","[0.9824057221412659, 0.1644025444984436, 0.07550258934497833, 0.04636942967772484]",1.3305814,0.33456194
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00117.png',)","[2.1846044063568115, -3.8082094192504883, -8.67891788482666]","[1.813593864440918, -3.6899945735931396, -8.375663757324219]","[0.9840585589408875, 0.16745707392692566, 0.05661684274673462, 0.019532155245542526]","[0.9833242297172546, 0.17174291610717773, 0.048792898654937744, 0.0345999114215374]",2.0081038,0.49354497
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00119.png',)","[2.0259928703308105, -3.2760586738586426, -7.711199760437012]","[2.1124143600463867, -3.087092876434326, -7.346147537231445]","[0.9951198697090149, 0.06095284968614578, 0.07428960502147675, 0.02240915223956108]","[0.9947068691253662, 0.06240721046924591, 0.07835390418767929, 0.022896332666277885]",0.50201994,0.42004746
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00121.png',)","[2.927788019180298, -2.592109441757202, -6.555775165557861]","[2.7347004413604736, -2.4477813243865967, -6.235567092895508]","[0.9965126514434814, 0.07380332797765732, 0.03401956707239151, 0.018928634002804756]","[0.9964490532875061, 0.07702487707138062, 0.029518377035856247, 0.016886135563254356]",0.67608255,0.40080747
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00123.png',)","[2.7547638416290283, -3.086165428161621, -5.622211456298828]","[2.4913110733032227, -2.9751975536346436, -5.290003776550293]","[0.9958968162536621, 0.08657018095254898, -0.013390233740210533, 0.02271449752151966]","[0.9959633350372314, 0.08767393976449966, -0.017387859523296356, 0.008246680721640587]",1.7241468,0.43827295
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00125.png',)","[2.7603976726531982, -2.0566458702087402, -4.294438362121582]","[2.478717088699341, -1.8759098052978516, -3.9022388458251953]","[0.9961757659912109, 0.07233469188213348, -0.04852229729294777, -0.006866698153316975]","[0.9961829781532288, 0.07336518168449402, -0.04671959578990936, -0.0073683541268110275]",0.2438931,0.515587
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00127.png',)","[2.8809969425201416, -1.4175611734390259, -3.2047712802886963]","[2.759218215942383, -1.3496400117874146, -3.017103910446167]","[0.9986826181411743, 0.046380892395973206, 0.013037136755883694, -0.017659302800893784]","[0.9986178874969482, 0.046236321330070496, 0.010693944990634918, -0.02258642576634884]",0.62557334,0.23379987
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00129.png',)","[2.489177942276001, -0.4804982841014862, -2.076565742492676]","[2.5529680252075195, -0.4933919310569763, -2.058645725250244]","[0.9980144500732422, -0.0021847200114279985, 0.034569151699543, -0.052606601268053055]","[0.9974230527877808, 0.005063400138169527, 0.04011942818760872, -0.05926324799656868]",1.2954103,0.06750221
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00131.png',)","[3.2600536346435547, 0.18892495334148407, -1.0835659503936768]","[3.193291664123535, 0.0008205616031773388, -1.2655106782913208]","[0.9967190027236938, -0.024456553161144257, 0.05355721712112427, -0.055540647357702255]","[0.9963815212249756, -0.020186685025691986, 0.061400383710861206, -0.055194273591041565]",1.0241098,0.27008203
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00133.png',)","[3.0575993061065674, -0.028467725962400436, 0.212524875998497]","[2.7811524868011475, -0.21037985384464264, 0.07770635187625885]","[0.9990091919898987, -0.018288016319274902, 0.04019245505332947, 0.005552193149924278]","[0.9992853999137878, -0.010864201933145523, 0.035802893340587616, 0.005368233658373356]",0.9883284,0.35733864
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00135.png',)","[2.45086407661438, 0.4527844190597534, 1.5742621421813965]","[2.6076200008392334, 0.29770761728286743, 1.2666877508163452]","[0.9974130392074585, -0.00033575500128790736, 0.06936894357204437, -0.018843667581677437]","[0.9964758157730103, 0.008460157550871372, 0.08083708584308624, -0.020729921758174896]",1.6739328,0.37844846
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00137.png',)","[2.8290305137634277, 1.154489517211914, 2.2734570503234863]","[2.706937551498413, 0.9241053462028503, 2.0361485481262207]","[0.9982983469963074, -0.031048903241753578, 0.04650379717350006, -0.016549205407500267]","[0.9980075359344482, -0.01776731386780739, 0.058566510677337646, -0.015337360091507435]",2.060812,0.35256046
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00139.png',)","[2.484604835510254, 1.9555022716522217, 3.2252094745635986]","[2.5278873443603516, 1.7845054864883423, 2.950070381164551]","[0.9984177350997925, -0.032785918563604355, 0.04353877902030945, -0.01383995357900858]","[0.9983830451965332, -0.0235328059643507, 0.048757996410131454, -0.01732771471142769]",1.2808273,0.32682532
"('../data/deepslam_data/Cambridge/OldHospital/train/rgb/seq1_frame00141.png',)","[2.872023344039917, 2.217912435531616, 3.994844675064087]","[2.6783649921417236, 2.0583243370056152, 3.720778465270996]","[0.9990169405937195, -0.037899818271398544, 0.02084549143910408, -0.00970612745732069]","[0.9991042613983154, -0.03329949080944061, 0.02474559098482132, -0.008336729370057583]",0.7077556,0.37159684
