filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00053.png',)","[-40.704036712646484, -1.211865782737732, -2.361283302307129]","[-40.249813079833984, -1.26500403881073, -2.3722431659698486]","[0.9058345556259155, -0.02598060667514801, -0.41621142625808716, 0.07454501837491989]","[0.8981345295906067, -0.034145817160606384, -0.43287205696105957, 0.06935575604438782]",2.376889,0.45745263
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00055.png',)","[-39.10602569580078, -0.9606506824493408, -2.023084878921509]","[-38.98248291015625, -1.1182140111923218, -2.0573787689208984]","[0.8944624066352844, -0.05737815052270889, -0.4380461275577545, 0.06899469345808029]","[0.8933051228523254, -0.0537961944937706, -0.44223716855049133, 0.059483036398887634]",1.2666943,0.20313811
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00057.png',)","[-37.81596374511719, -0.9994964599609375, -1.992723822593689]","[-37.52062225341797, -0.9183202981948853, -1.8676457405090332]","[0.8964719772338867, -0.0271782074123621, -0.43652060627937317, 0.0710562914609909]","[0.8963444828987122, -0.03172247111797333, -0.43577033281326294, 0.07526350021362305]",0.71436006,0.33084846
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00059.png',)","[-36.34708786010742, -0.6563360095024109, -1.4513633251190186]","[-36.2261848449707, -0.6787301898002625, -1.343432068824768]","[0.8940474390983582, -0.04815010726451874, -0.43843063712120056, 0.07835496217012405]","[0.8947206735610962, -0.048572275787591934, -0.43657371401786804, 0.08074101060628891]",0.3538774,0.16360989
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00061.png',)","[-35.204986572265625, -1.0708245038986206, -1.6097216606140137]","[-35.09558868408203, -1.051563024520874, -1.540287733078003]","[0.9130715727806091, -0.051371414214372635, -0.3958686292171478, 0.0833631083369255]","[0.911320686340332, -0.0569503977894783, -0.4001759886741638, 0.07816973328590393]",1.0225801,0.13099608
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00063.png',)","[-34.36869812011719, -1.1939914226531982, -2.149157762527466]","[-33.98929214477539, -1.1816200017929077, -1.9735007286071777]","[0.9403184056282043, -0.0691247507929802, -0.32204383611679077, 0.08550368249416351]","[0.9368823170661926, -0.06380513310432434, -0.33571434020996094, 0.0740019902586937]",2.1721299,0.41827902
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00065.png',)","[-33.3991584777832, -1.1778751611709595, -2.924717426300049]","[-33.05606460571289, -1.173234462738037, -2.9180212020874023]","[0.9287144541740417, -0.05940110608935356, -0.3598668575286865, 0.06675998866558075]","[0.9279136657714844, -0.05916120484471321, -0.3628292977809906, 0.061895836144685745]",0.65967596,0.34319058
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00067.png',)","[-32.7586784362793, -1.4136011600494385, -3.984462261199951]","[-32.275970458984375, -1.4651341438293457, -3.7626986503601074]","[0.9330141544342041, -0.03264748677611351, -0.3557121157646179, 0.043447766453027725]","[0.9318773150444031, -0.02764160931110382, -0.3584294319152832, 0.04867104813456535]",0.89524883,0.53370565
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00069.png',)","[-31.511947631835938, -1.7748507261276245, -4.890621185302734]","[-31.45627212524414, -1.8088513612747192, -4.801732540130615]","[0.9470053911209106, -0.040351077914237976, -0.3165625035762787, 0.03661692515015602]","[0.9420437216758728, -0.04616841301321983, -0.3304155766963959, 0.035322707146406174]",1.8191341,0.110258766
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00071.png',)","[-30.91310691833496, -1.862863540649414, -6.192441940307617]","[-30.54776954650879, -1.9019114971160889, -6.040622711181641]","[0.9251279830932617, -0.04481315612792969, -0.3722616732120514, 0.05959305539727211]","[0.9230008125305176, -0.04836706072092056, -0.3773179054260254, 0.05797785520553589]",0.7702435,0.397549
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00073.png',)","[-29.628063201904297, -2.121359348297119, -7.103052616119385]","[-29.619287490844727, -2.206984281539917, -6.99519681930542]","[0.8781043291091919, -0.04147232696413994, -0.4711681604385376, 0.07220476120710373]","[0.8761771321296692, -0.04162723943591118, -0.4742357134819031, 0.07537506520748138]",0.54965067,0.137991
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00075.png',)","[-28.54574966430664, -2.2917730808258057, -8.167156219482422]","[-28.42902946472168, -2.343562364578247, -7.93209171295166]","[0.871648907661438, -0.039046987891197205, -0.4819836914539337, 0.07997000962495804]","[0.8679222464561462, -0.03918205201625824, -0.48833927512168884, 0.08185622096061707]",0.87222165,0.26750898
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00077.png',)","[-27.566598892211914, -2.3685834407806396, -8.362312316894531]","[-27.213153839111328, -2.4220962524414062, -8.337193489074707]","[0.900911808013916, -0.04735619202256203, -0.42429620027542114, 0.07802575081586838]","[0.8962757587432861, -0.05108310282230377, -0.4323248267173767, 0.08470898866653442]",1.3768364,0.35835454
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00079.png',)","[-26.278217315673828, -2.261260986328125, -8.449149131774902]","[-26.024463653564453, -2.2768094539642334, -8.361224174499512]","[0.9151747226715088, -0.06971195340156555, -0.3910396993160248, 0.06843557208776474]","[0.9089315533638, -0.07207369804382324, -0.402797132730484, 0.08002132177352905]",2.040199,0.26900458
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00081.png',)","[-24.701637268066406, -2.1354448795318604, -8.178685188293457]","[-24.912721633911133, -2.1679790019989014, -8.194979667663574]","[0.9162658452987671, -0.07220947742462158, -0.3872634172439575, 0.07259289175271988]","[0.9144477844238281, -0.0818486362695694, -0.3872741460800171, 0.08429000526666641]",1.7498317,0.21419755
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00083.png',)","[-23.696626663208008, -2.1948554515838623, -8.040335655212402]","[-23.54648780822754, -2.206698179244995, -7.878153324127197]","[0.9227796196937561, -0.07640817016363144, -0.3727916181087494, 0.060547322034835815]","[0.9142181873321533, -0.07692494988441467, -0.391679048538208, 0.06982254236936569]",2.6041212,0.22132564
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00085.png',)","[-22.11789894104004, -2.103247880935669, -7.601809978485107]","[-22.250179290771484, -2.2140610218048096, -7.602902889251709]","[0.9273061752319336, -0.05511979013681412, -0.3636421859264374, 0.06949475407600403]","[0.9280037879943848, -0.05076858401298523, -0.36119940876960754, 0.0759383887052536]",0.9346004,0.17256546
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00087.png',)","[-21.035606384277344, -1.7934353351593018, -7.223114013671875]","[-21.065309524536133, -1.9710478782653809, -7.299333572387695]","[0.935556948184967, -0.06290964037179947, -0.3411543071269989, 0.0662524402141571]","[0.9389855265617371, -0.05009135603904724, -0.33205604553222656, 0.07440377026796341]",2.0661228,0.19554517
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00089.png',)","[-19.824554443359375, -2.0522067546844482, -7.111537933349609]","[-19.64515495300293, -2.060518741607666, -7.14193058013916]","[0.943215548992157, -0.03090687468647957, -0.31924882531166077, 0.08642604202032089]","[0.9425219893455505, -0.030847877264022827, -0.3219013214111328, 0.08414451777935028]",0.4073435,0.18214548
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00091.png',)","[-18.69798469543457, -2.0092036724090576, -7.217679023742676]","[-18.532215118408203, -1.8558248281478882, -7.007847309112549]","[0.9567593932151794, -0.036823686212301254, -0.2788306772708893, 0.07422231882810593]","[0.958564817905426, -0.03509056940674782, -0.26920124888420105, 0.08633038401603699]",1.7957493,0.30827582
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00093.png',)","[-17.576690673828125, -1.9126253128051758, -7.171891212463379]","[-17.319074630737305, -1.8508127927780151, -7.066725730895996]","[0.9741314053535461, -0.04360858350992203, -0.21335388720035553, 0.06038665026426315]","[0.9738717079162598, -0.04054723307490349, -0.20947091281414032, 0.07779298722743988]",2.0733082,0.28503788
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00095.png',)","[-16.304332733154297, -1.6827404499053955, -7.227988243103027]","[-16.0135555267334, -1.6765100955963135, -7.1069111824035645]","[0.9805388450622559, -0.03719882294535637, -0.1890745908021927, 0.03755737841129303]","[0.9808603525161743, -0.028713922947645187, -0.18361037969589233, 0.05810164660215378]",2.6232884,0.31503946
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00097.png',)","[-15.212535858154297, -1.6776010990142822, -7.324602127075195]","[-14.704182624816895, -1.6386703252792358, -7.192127227783203]","[0.9805900454521179, -0.050120625644922256, -0.1773492842912674, 0.06692074984312057]","[0.9834226965904236, -0.042332910001277924, -0.16021771728992462, 0.0736076682806015]",2.3111043,0.5267715
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00099.png',)","[-13.57591724395752, -1.4970096349716187, -6.970096588134766]","[-13.515735626220703, -1.434185266494751, -6.936103343963623]","[0.9790511131286621, -0.04748230054974556, -0.1599181890487671, 0.11675037443637848]","[0.9820045828819275, -0.04786405339837074, -0.13813047111034393, 0.11956619471311569]",2.5399072,0.093403794
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00101.png',)","[-12.470390319824219, -1.4648116827011108, -6.729311466217041]","[-12.329503059387207, -1.3864562511444092, -6.75722074508667]","[0.9853152632713318, -0.0652938187122345, -0.12904758751392365, 0.09075962752103806]","[0.9857021570205688, -0.07006841897964478, -0.11245562881231308, 0.10409334301948547]",2.5001493,0.16360845
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00103.png',)","[-11.026244163513184, -1.6812573671340942, -6.903365612030029]","[-10.970762252807617, -1.5822440385818481, -6.529891490936279]","[0.9886382222175598, -0.041005417704582214, -0.10972641408443451, 0.09419739246368408]","[0.9875433444976807, -0.040926165878772736, -0.09520275145769119, 0.11840498447418213]",3.237408,0.39033934
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00105.png',)","[-10.475455284118652, -1.6859670877456665, -6.490955352783203]","[-9.83614730834961, -1.6182860136032104, -6.380595684051514]","[0.9925934672355652, -0.0438508577644825, -0.08299225568771362, 0.07712025940418243]","[0.9934019446372986, -0.03382350504398346, -0.053649310022592545, 0.0955524668097496]",4.1350646,0.6522842
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00107.png',)","[-8.990477561950684, -1.6397325992584229, -6.007981300354004]","[-8.826286315917969, -1.4436123371124268, -5.970156669616699]","[0.9978146553039551, -0.007095189765095711, -0.06509287655353546, -0.008861544542014599]","[0.9972368478775024, -0.008389240130782127, -0.07144001871347427, 0.018566319718956947]",3.2299035,0.25855875
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00109.png',)","[-7.497419357299805, -1.4032150506973267, -5.796773433685303]","[-7.598934173583984, -1.516750454902649, -5.688643932342529]","[0.9975736737251282, -0.05488422140479088, -0.020644810050725937, -0.037526119500398636]","[0.9972962141036987, -0.05330667644739151, -0.034523312002420425, -0.036970335990190506]",1.6022605,0.18678205
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00111.png',)","[-6.633824348449707, -1.4721304178237915, -5.209475040435791]","[-6.712949752807617, -1.4348537921905518, -5.264669418334961]","[0.9934771060943604, -0.06411746144294739, -0.06623329222202301, -0.06712223589420319]","[0.9928339123725891, -0.0780467614531517, -0.07342513650655746, -0.05289865657687187]",2.426751,0.10342532
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00113.png',)","[-6.498620510101318, -1.7687768936157227, -5.89255428314209]","[-6.38522481918335, -1.4465042352676392, -5.748847484588623]","[0.9976751804351807, -0.06568392366170883, -0.00918879546225071, -0.015668034553527832]","[0.9962109327316284, -0.08489778637886047, -0.018749114125967026, -0.002178987953811884]",2.9090912,0.37063444
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00115.png',)","[-6.124805927276611, -1.6129796504974365, -6.770143508911133]","[-5.936546325683594, -1.6009879112243652, -6.725700378417969]","[0.9987668395042419, -0.03600185737013817, 0.03369046002626419, -0.005793318152427673]","[0.9986827373504639, -0.032971519976854324, 0.03925017639994621, 0.0022515433374792337]",1.1736832,0.19380577
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00117.png',)","[-6.257496356964111, -2.033865451812744, -7.942325115203857]","[-5.93068265914917, -2.0138583183288574, -7.7963409423828125]","[0.9985178709030151, 0.017547620460391045, 0.050828345119953156, -0.008406274020671844]","[0.9986017346382141, 0.020772209390997887, 0.04807305335998535, 0.007219159509986639]",1.8549246,0.35849527
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00119.png',)","[-5.99486780166626, -2.2535407543182373, -8.998990058898926]","[-5.8203935623168945, -2.2284247875213623, -8.964255332946777]","[0.9983831644058228, 0.026827214285731316, 0.0476672388613224, -0.01546208094805479]","[0.9987653493881226, 0.02973559871315956, 0.03936799243092537, 0.005803590640425682]",2.6378684,0.17966239
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00121.png',)","[-6.424441814422607, -2.4449784755706787, -10.010452270507812]","[-5.964294910430908, -2.4579851627349854, -9.944112777709961]","[0.999396800994873, 0.030472788959741592, 0.015762977302074432, 0.005386559758335352]","[0.9985134601593018, 0.04770407825708389, 0.023338189348578453, 0.012268218211829662]",2.2985387,0.4650863
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00123.png',)","[-5.969216346740723, -2.439854383468628, -9.901508331298828]","[-5.9238080978393555, -2.401578187942505, -9.778741836547852]","[0.9948673248291016, -0.007263307925313711, 0.08287275582551956, -0.05760503187775612]","[0.9954053163528442, -0.010210905224084854, 0.08861236274242401, -0.03481287509202957]",2.7150772,0.13637663
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00125.png',)","[-6.2892327308654785, -2.164879083633423, -9.200161933898926]","[-6.255017280578613, -2.167170524597168, -8.950566291809082]","[0.9926507472991943, -0.06168665364384651, 0.08322574198246002, -0.06255240738391876]","[0.9951798319816589, -0.06527731567621231, 0.06648093461990356, -0.030600162222981453]",4.164306,0.25194034
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00127.png',)","[-7.240743637084961, -1.9458166360855103, -8.14629077911377]","[-6.875975131988525, -1.999595046043396, -8.17574405670166]","[0.9987303614616394, -0.03304361179471016, 0.010927999392151833, -0.03641892224550247]","[0.9987484812736511, -0.036815106868743896, 0.030300257727503777, -0.015100968070328236]",3.3289626,0.36988604
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00129.png',)","[-7.482675075531006, -1.5706199407577515, -6.8661980628967285]","[-7.380368709564209, -1.6324347257614136, -6.819230556488037]","[0.9968062043190002, -0.031050490215420723, 0.06142348423600197, -0.04050204157829285]","[0.9975658655166626, -0.026183146983385086, 0.054708193987607956, -0.03440715745091438]",1.1823207,0.12842745
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00131.png',)","[-7.664161682128906, -1.5017510652542114, -5.891036510467529]","[-7.571398735046387, -1.508601188659668, -5.934121608734131]","[0.990867555141449, -0.07973494380712509, -0.07116561383008957, -0.08221576362848282]","[0.9902175068855286, -0.0755462571978569, -0.09064067900180817, -0.07447327673435211]",2.4498641,0.10250958
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00133.png',)","[-6.744771957397461, -1.4804043769836426, -5.46191930770874]","[-6.855898857116699, -1.4825620651245117, -5.391132354736328]","[0.9955512285232544, -0.006841414142400026, -0.0908498764038086, -0.024029113352298737]","[0.9956947565078735, -0.0068126218393445015, -0.09135404229164124, -0.014141783118247986]",1.1336553,0.13177495
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00135.png',)","[-5.530714511871338, -1.2554665803909302, -5.155360698699951]","[-5.40333890914917, -1.2103105783462524, -5.056497097015381]","[0.9991549849510193, 0.008853145875036716, -0.03139344975352287, -0.02500699833035469]","[0.9994433522224426, 0.004099409095942974, -0.02598065324127674, -0.020522477105259895]",0.9731654,0.16744438
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00137.png',)","[-4.388228416442871, -1.0320299863815308, -4.574334144592285]","[-4.391634941101074, -0.9504765868186951, -4.369454860687256]","[0.9990807771682739, 0.0014202240854501724, -0.029866324737668037, -0.030719388276338577]","[0.9984930157661438, 0.007794104050844908, -0.0340813547372818, -0.04230266436934471]",1.5909852,0.22054043
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00139.png',)","[-3.7905216217041016, -0.7882453203201294, -3.2977426052093506]","[-3.6789426803588867, -0.8738872408866882, -3.3412411212921143]","[0.9963747262954712, -0.013927362859249115, 0.060116834938526154, -0.0585615299642086]","[0.9970537424087524, -0.019649917259812355, 0.04678455367684364, -0.05752354860305786]",1.6687815,0.14722948
